cliente,produto,preco,categoria,quantidade,data,cidade,Faturamento
6134,fone de ouvido,200.0,Smartphones e Acessórios,2,28/09/2024,São Paulo,400.0
6023,monitor,1500.0,Informática e Periféricos,3,28/08/2025,Santos,4500.0
7623,mouse,100.0,Informática e Periféricos,2,28/08/2025,Porto Alegre,200.0
7440,fogao,1500.0,Eletrodomésticos,3,28/08/2025,Santos,4500.0
1836,soundbar,1000.0,"TV, Áudio e Vídeo",3,28/08/2025,Santos,3000.0
6684,carregador,100.0,Smartphones e Acessórios,4,28/08/2025,Rio de Janeiro,400.0
1692,notebook,4000.0,Informática e Periféricos,1,28/08/2025,Florianópolis,4000.0
8221,soundbar,1000.0,"TV, Áudio e Vídeo",4,28/08/2025,Balneário Camboriú,4000.0
781,fogao,1500.0,Eletrodomésticos,2,28/08/2025,São Paulo,3000.0
2077,notebook,4000.0,Informática e Periféricos,1,28/08/2025,Porto Alegre,4000.0
749,ar-condicionado,2500.0,Eletrodomésticos,5,28/08/2025,Joinville,12500.0
6418,monitor,1500.0,Informática e Periféricos,1,28/08/2025,Belo Horizonte,1500.0
4311,smartphone,2000.0,Smartphones e Acessórios,1,28/08/2025,Joinville,2000.0
4631,smartwatch,1000.0,Smartphones e Acessórios,3,28/08/2025,Florianópolis,3000.0
1972,chromecast,200.0,"TV, Áudio e Vídeo",3,28/08/2024,Joinville,600.0
9605,fogao,1500.0,Eletrodomésticos,5,28/08/2024,São Paulo,7500.0
1212,smartphone,2000.0,Smartphones e Acessórios,4,28/08/2024,Joinville,8000.0
5773,geladeira,5000.0,Eletrodomésticos,3,28/08/2024,Curitiba,15000.0
2384,fogao,1500.0,Eletrodomésticos,1,28/08/2024,Porto Alegre,1500.0
6914,monitor,1500.0,Informática e Periféricos,4,28/08/2024,Belo Horizonte,6000.0
6103,notebook,4000.0,Informática e Periféricos,1,28/08/2024,Porto Alegre,4000.0
2522,geladeira,5000.0,Eletrodomésticos,3,28/08/2024,Joinville,15000.0
323,chromecast,200.0,"TV, Áudio e Vídeo",2,28/08/2024,Rio de Janeiro,400.0
3234,chromecast,200.0,"TV, Áudio e Vídeo",5,28/08/2024,Florianópolis,1000.0
9429,monitor,1500.0,Informática e Periféricos,1,28/07/2025,Porto Alegre,1500.0
1948,smartphone,2000.0,Smartphones e Acessórios,2,28/07/2025,Belo Horizonte,4000.0
8477,fone de ouvido,200.0,Smartphones e Acessórios,3,28/07/2025,Florianópolis,600.0
8788,smartphone,2000.0,Smartphones e Acessórios,1,28/07/2025,Rio de Janeiro,2000.0
6554,ar-condicionado,2500.0,Eletrodomésticos,4,28/07/2025,São Paulo,10000.0
3065,notebook,4000.0,Informática e Periféricos,5,28/07/2025,Curitiba,20000.0
8502,geladeira,5000.0,Eletrodomésticos,1,28/07/2025,Santos,5000.0
3682,carregador,100.0,Smartphones e Acessórios,1,28/07/2025,Campinas,100.0
7623,smartphone,2000.0,Smartphones e Acessórios,2,28/07/2025,Rio de Janeiro,4000.0
3566,mouse,100.0,Informática e Periféricos,1,28/07/2025,Balneário Camboriú,100.0
6085,geladeira,5000.0,Eletrodomésticos,3,28/07/2025,Porto Alegre,15000.0
7200,smartwatch,1000.0,Smartphones e Acessórios,2,28/07/2024,Rio de Janeiro,2000.0
3450,smartwatch,1000.0,Smartphones e Acessórios,1,28/07/2024,Santos,1000.0
3404,smartwatch,1000.0,Smartphones e Acessórios,2,28/07/2024,Joinville,2000.0
8468,soundbar,1000.0,"TV, Áudio e Vídeo",1,28/07/2024,Santos,1000.0
4609,fone de ouvido,200.0,Smartphones e Acessórios,2,28/07/2024,Porto Alegre,400.0
7448,monitor,1500.0,Informática e Periféricos,3,28/07/2024,Balneário Camboriú,4500.0
8889,geladeira,5000.0,Eletrodomésticos,3,28/07/2024,Campinas,15000.0
1332,chromecast,200.0,"TV, Áudio e Vídeo",5,28/07/2024,Florianópolis,1000.0
7529,carregador,100.0,Smartphones e Acessórios,2,28/07/2024,São Paulo,200.0
4250,smart tv,4000.0,"TV, Áudio e Vídeo",3,28/07/2024,Curitiba,12000.0
609,geladeira,5000.0,Eletrodomésticos,3,28/07/2024,Santos,15000.0
1282,fone de ouvido,200.0,Smartphones e Acessórios,4,28/07/2024,Santos,800.0
5822,notebook,4000.0,Informática e Periféricos,5,28/06/2025,Santos,20000.0
5383,smart tv,4000.0,"TV, Áudio e Vídeo",5,28/06/2025,Curitiba,20000.0
3384,soundbar,1000.0,"TV, Áudio e Vídeo",4,28/06/2025,Campinas,4000.0
5312,chromecast,200.0,"TV, Áudio e Vídeo",5,28/06/2025,Porto Alegre,1000.0
7512,carregador,100.0,Smartphones e Acessórios,1,28/06/2025,Rio de Janeiro,100.0
4151,notebook,4000.0,Informática e Periféricos,2,28/06/2025,Joinville,8000.0
3178,fogao,1500.0,Eletrodomésticos,2,28/06/2025,Santos,3000.0
9674,geladeira,5000.0,Eletrodomésticos,3,28/06/2024,Joinville,15000.0
3747,notebook,4000.0,Informática e Periféricos,1,28/06/2024,Porto Alegre,4000.0
4218,mouse,100.0,Informática e Periféricos,1,28/06/2024,Belo Horizonte,100.0
5604,soundbar,1000.0,"TV, Áudio e Vídeo",4,28/06/2024,Santos,4000.0
8702,smartwatch,1000.0,Smartphones e Acessórios,2,28/06/2024,Balneário Camboriú,2000.0
6109,fone de ouvido,200.0,Smartphones e Acessórios,3,28/06/2024,Joinville,600.0
6545,smart tv,4000.0,"TV, Áudio e Vídeo",2,28/06/2024,Belo Horizonte,8000.0
3212,smart tv,4000.0,"TV, Áudio e Vídeo",5,28/06/2024,Santos,20000.0
5610,soundbar,1000.0,"TV, Áudio e Vídeo",2,28/06/2024,Curitiba,2000.0
7764,ar-condicionado,2500.0,Eletrodomésticos,2,28/06/2024,Balneário Camboriú,5000.0
6212,smartphone,2000.0,Smartphones e Acessórios,3,28/06/2024,Campinas,6000.0
9327,notebook,4000.0,Informática e Periféricos,1,28/06/2024,Joinville,4000.0
5193,mouse,100.0,Informática e Periféricos,2,28/06/2024,Campinas,200.0
9494,chromecast,200.0,"TV, Áudio e Vídeo",3,28/06/2024,Porto Alegre,600.0
5086,smart tv,4000.0,"TV, Áudio e Vídeo",2,28/06/2024,Joinville,8000.0
2067,monitor,1500.0,Informática e Periféricos,3,28/05/2025,Porto Alegre,4500.0
9016,carregador,100.0,Smartphones e Acessórios,3,28/05/2025,Campinas,300.0
7824,notebook,4000.0,Informática e Periféricos,5,28/05/2025,São Paulo,20000.0
5781,mouse,100.0,Informática e Periféricos,4,28/05/2025,Santos,400.0
3855,chromecast,200.0,"TV, Áudio e Vídeo",2,28/05/2025,Balneário Camboriú,400.0
6919,soundbar,1000.0,"TV, Áudio e Vídeo",4,28/05/2025,São Paulo,4000.0
1556,fogao,1500.0,Eletrodomésticos,3,28/05/2025,Joinville,4500.0
4240,ar-condicionado,2500.0,Eletrodomésticos,4,28/05/2025,Curitiba,10000.0
5922,geladeira,5000.0,Eletrodomésticos,1,28/05/2025,Florianópolis,5000.0
8288,soundbar,1000.0,"TV, Áudio e Vídeo",3,28/05/2025,Curitiba,3000.0
4704,soundbar,1000.0,"TV, Áudio e Vídeo",3,28/05/2025,Joinville,3000.0
7741,smart tv,4000.0,"TV, Áudio e Vídeo",3,28/05/2025,Belo Horizonte,12000.0
313,carregador,100.0,Smartphones e Acessórios,5,28/05/2024,Campinas,500.0
7194,chromecast,200.0,"TV, Áudio e Vídeo",1,28/05/2024,São Paulo,200.0
1875,fogao,1500.0,Eletrodomésticos,1,28/05/2024,Rio de Janeiro,1500.0
7746,fone de ouvido,200.0,Smartphones e Acessórios,4,28/05/2024,Campinas,800.0
8292,ar-condicionado,2500.0,Eletrodomésticos,5,28/05/2024,Joinville,12500.0
3733,soundbar,1000.0,"TV, Áudio e Vídeo",1,28/05/2024,Joinville,1000.0
437,smartwatch,1000.0,Smartphones e Acessórios,2,28/05/2024,Florianópolis,2000.0
5643,mouse,100.0,Informática e Periféricos,2,28/05/2024,São Paulo,200.0
4282,ar-condicionado,2500.0,Eletrodomésticos,3,28/05/2024,Balneário Camboriú,7500.0
79,smart tv,4000.0,"TV, Áudio e Vídeo",2,28/05/2024,Curitiba,8000.0
9414,smartwatch,1000.0,Smartphones e Acessórios,1,28/05/2024,Porto Alegre,1000.0
3114,chromecast,200.0,"TV, Áudio e Vídeo",2,28/05/2024,Porto Alegre,400.0
238,notebook,4000.0,Informática e Periféricos,2,28/04/2025,Balneário Camboriú,8000.0
7969,geladeira,5000.0,Eletrodomésticos,4,28/04/2025,Rio de Janeiro,20000.0
1650,smart tv,4000.0,"TV, Áudio e Vídeo",4,28/04/2025,Belo Horizonte,16000.0
3809,carregador,100.0,Smartphones e Acessórios,1,28/04/2025,Santos,100.0
5994,smartwatch,1000.0,Smartphones e Acessórios,4,28/04/2025,Balneário Camboriú,4000.0
6851,geladeira,5000.0,Eletrodomésticos,1,28/04/2025,Curitiba,5000.0
2929,monitor,1500.0,Informática e Periféricos,3,28/04/2025,Porto Alegre,4500.0
1498,smartphone,2000.0,Smartphones e Acessórios,3,28/04/2025,Joinville,6000.0
8288,geladeira,5000.0,Eletrodomésticos,3,28/04/2025,Rio de Janeiro,15000.0
9988,mouse,100.0,Informática e Periféricos,1,28/04/2025,Porto Alegre,100.0
5600,fogao,1500.0,Eletrodomésticos,2,28/04/2025,Santos,3000.0
713,smartphone,2000.0,Smartphones e Acessórios,5,28/04/2025,Porto Alegre,10000.0
4848,carregador,100.0,Smartphones e Acessórios,4,28/04/2025,São Paulo,400.0
1374,smartwatch,1000.0,Smartphones e Acessórios,3,28/04/2024,Rio de Janeiro,3000.0
3647,mouse,100.0,Informática e Periféricos,3,28/04/2024,Campinas,300.0
3837,ar-condicionado,2500.0,Eletrodomésticos,5,28/04/2024,Balneário Camboriú,12500.0
9417,smartphone,2000.0,Smartphones e Acessórios,4,28/04/2024,Campinas,8000.0
5146,monitor,1500.0,Informática e Periféricos,1,28/04/2024,Curitiba,1500.0
3893,soundbar,1000.0,"TV, Áudio e Vídeo",3,28/04/2024,Florianópolis,3000.0
2774,mouse,100.0,Informática e Periféricos,3,28/04/2024,Curitiba,300.0
1274,smartphone,2000.0,Smartphones e Acessórios,4,28/04/2024,Porto Alegre,8000.0
5394,notebook,4000.0,Informática e Periféricos,1,28/04/2024,Belo Horizonte,4000.0
2711,notebook,4000.0,Informática e Periféricos,2,28/04/2024,Florianópolis,8000.0
5817,soundbar,1000.0,"TV, Áudio e Vídeo",3,28/04/2024,Joinville,3000.0
5034,smart tv,4000.0,"TV, Áudio e Vídeo",4,28/03/2025,Santos,16000.0
5841,smartphone,2000.0,Smartphones e Acessórios,5,28/03/2025,Balneário Camboriú,10000.0
3896,fogao,1500.0,Eletrodomésticos,2,28/03/2025,Balneário Camboriú,3000.0
6754,notebook,4000.0,Informática e Periféricos,1,28/03/2025,Campinas,4000.0
6943,fone de ouvido,200.0,Smartphones e Acessórios,3,28/03/2025,Campinas,600.0
47,monitor,1500.0,Informática e Periféricos,5,28/03/2025,Rio de Janeiro,7500.0
6236,notebook,4000.0,Informática e Periféricos,2,28/03/2025,São Paulo,8000.0
9382,chromecast,200.0,"TV, Áudio e Vídeo",5,28/03/2024,Santos,1000.0
7042,soundbar,1000.0,"TV, Áudio e Vídeo",5,28/03/2024,São Paulo,5000.0
1991,smartphone,2000.0,Smartphones e Acessórios,1,28/03/2024,São Paulo,2000.0
5955,smartphone,2000.0,Smartphones e Acessórios,2,28/03/2024,Balneário Camboriú,4000.0
3913,smartphone,2000.0,Smartphones e Acessórios,4,28/03/2024,Joinville,8000.0
7214,notebook,4000.0,Informática e Periféricos,2,28/03/2024,Belo Horizonte,8000.0
7822,soundbar,1000.0,"TV, Áudio e Vídeo",3,28/03/2024,Campinas,3000.0
1997,ar-condicionado,2500.0,Eletrodomésticos,2,28/03/2024,São Paulo,5000.0
41,fone de ouvido,200.0,Smartphones e Acessórios,2,28/03/2024,Balneário Camboriú,400.0
1521,smartwatch,1000.0,Smartphones e Acessórios,3,28/03/2024,Santos,3000.0
3581,smartwatch,1000.0,Smartphones e Acessórios,3,28/03/2024,Joinville,3000.0
9075,monitor,1500.0,Informática e Periféricos,3,28/03/2024,Florianópolis,4500.0
4855,smart tv,4000.0,"TV, Áudio e Vídeo",5,28/02/2025,Curitiba,20000.0
6131,monitor,1500.0,Informática e Periféricos,2,28/02/2025,Porto Alegre,3000.0
7757,ar-condicionado,2500.0,Eletrodomésticos,2,28/02/2025,Balneário Camboriú,5000.0
915,smartphone,2000.0,Smartphones e Acessórios,3,28/02/2025,Porto Alegre,6000.0
9596,smart tv,4000.0,"TV, Áudio e Vídeo",2,28/02/2025,Campinas,8000.0
8627,smartwatch,1000.0,Smartphones e Acessórios,4,28/02/2025,Belo Horizonte,4000.0
6089,smart tv,4000.0,"TV, Áudio e Vídeo",4,28/02/2025,Santos,16000.0
9727,fogao,1500.0,Eletrodomésticos,4,28/02/2025,Rio de Janeiro,6000.0
6148,smart tv,4000.0,"TV, Áudio e Vídeo",3,28/02/2025,Florianópolis,12000.0
752,geladeira,5000.0,Eletrodomésticos,3,28/02/2025,Florianópolis,15000.0
8785,soundbar,1000.0,"TV, Áudio e Vídeo",5,28/02/2025,Santos,5000.0
5417,smart tv,4000.0,"TV, Áudio e Vídeo",2,28/02/2025,Rio de Janeiro,8000.0
8140,carregador,100.0,Smartphones e Acessórios,1,28/02/2025,Joinville,100.0
6751,smart tv,4000.0,"TV, Áudio e Vídeo",1,28/02/2025,Joinville,4000.0
2482,carregador,100.0,Smartphones e Acessórios,5,28/02/2024,Porto Alegre,500.0
1428,notebook,4000.0,Informática e Periféricos,1,28/02/2024,Porto Alegre,4000.0
8355,fogao,1500.0,Eletrodomésticos,5,28/02/2024,Balneário Camboriú,7500.0
5511,fone de ouvido,200.0,Smartphones e Acessórios,4,28/02/2024,São Paulo,800.0
2369,fogao,1500.0,Eletrodomésticos,5,28/02/2024,São Paulo,7500.0
6474,notebook,4000.0,Informática e Periféricos,4,28/02/2024,Belo Horizonte,16000.0
1350,soundbar,1000.0,"TV, Áudio e Vídeo",4,28/02/2024,Joinville,4000.0
3980,fogao,1500.0,Eletrodomésticos,3,28/02/2024,Santos,4500.0
2016,carregador,100.0,Smartphones e Acessórios,4,28/02/2024,Florianópolis,400.0
6604,mouse,100.0,Informática e Periféricos,4,28/01/2025,Florianópolis,400.0
5764,fone de ouvido,200.0,Smartphones e Acessórios,1,28/01/2025,Belo Horizonte,200.0
3728,fone de ouvido,200.0,Smartphones e Acessórios,4,28/01/2025,Santos,800.0
9283,soundbar,1000.0,"TV, Áudio e Vídeo",5,28/01/2025,São Paulo,5000.0
5003,notebook,4000.0,Informática e Periféricos,5,28/01/2025,Belo Horizonte,20000.0
4483,monitor,1500.0,Informática e Periféricos,4,28/01/2025,Porto Alegre,6000.0
394,smart tv,4000.0,"TV, Áudio e Vídeo",5,28/01/2025,Balneário Camboriú,20000.0
5594,smartwatch,1000.0,Smartphones e Acessórios,3,28/01/2025,Belo Horizonte,3000.0
3430,notebook,4000.0,Informática e Periféricos,3,28/01/2025,Santos,12000.0
914,chromecast,200.0,"TV, Áudio e Vídeo",5,28/01/2025,Joinville,1000.0
5240,chromecast,200.0,"TV, Áudio e Vídeo",3,28/01/2025,Curitiba,600.0
9914,soundbar,1000.0,"TV, Áudio e Vídeo",4,28/01/2024,Florianópolis,4000.0
6305,chromecast,200.0,"TV, Áudio e Vídeo",5,28/01/2024,Porto Alegre,1000.0
7637,monitor,1500.0,Informática e Periféricos,3,28/01/2024,Florianópolis,4500.0
2318,mouse,100.0,Informática e Periféricos,3,28/01/2024,Rio de Janeiro,300.0
4510,smartwatch,1000.0,Smartphones e Acessórios,3,28/01/2024,Belo Horizonte,3000.0
4102,smart tv,4000.0,"TV, Áudio e Vídeo",1,28/01/2024,Santos,4000.0
6837,chromecast,200.0,"TV, Áudio e Vídeo",1,28/01/2024,Belo Horizonte,200.0
5536,ar-condicionado,2500.0,Eletrodomésticos,3,28/01/2024,Joinville,7500.0
9665,smartwatch,1000.0,Smartphones e Acessórios,5,27/12/2025,Curitiba,5000.0
9131,geladeira,5000.0,Eletrodomésticos,5,27/12/2025,Florianópolis,25000.0
3082,smartwatch,1000.0,Smartphones e Acessórios,1,27/12/2025,Balneário Camboriú,1000.0
7058,carregador,100.0,Smartphones e Acessórios,5,27/12/2025,Porto Alegre,500.0
6565,smart tv,4000.0,"TV, Áudio e Vídeo",5,27/12/2025,Campinas,20000.0
3082,mouse,100.0,Informática e Periféricos,4,27/12/2025,Porto Alegre,400.0
218,smart tv,4000.0,"TV, Áudio e Vídeo",3,27/12/2024,Santos,12000.0
9879,fone de ouvido,200.0,Smartphones e Acessórios,3,27/12/2024,Belo Horizonte,600.0
8253,geladeira,5000.0,Eletrodomésticos,2,27/12/2024,Porto Alegre,10000.0
153,soundbar,1000.0,"TV, Áudio e Vídeo",3,27/12/2024,Belo Horizonte,3000.0
8766,soundbar,1000.0,"TV, Áudio e Vídeo",1,27/12/2024,Rio de Janeiro,1000.0
8831,smartwatch,1000.0,Smartphones e Acessórios,5,27/12/2024,Balneário Camboriú,5000.0
518,geladeira,5000.0,Eletrodomésticos,4,27/12/2024,Campinas,20000.0
1132,chromecast,200.0,"TV, Áudio e Vídeo",3,27/12/2024,São Paulo,600.0
5629,mouse,100.0,Informática e Periféricos,4,27/12/2024,São Paulo,400.0
5598,soundbar,1000.0,"TV, Áudio e Vídeo",3,27/12/2024,Joinville,3000.0
9551,fone de ouvido,200.0,Smartphones e Acessórios,5,27/12/2024,Campinas,1000.0
1082,smartwatch,1000.0,Smartphones e Acessórios,2,27/11/2025,Porto Alegre,2000.0
8589,geladeira,5000.0,Eletrodomésticos,5,27/11/2025,Porto Alegre,25000.0
8053,smartwatch,1000.0,Smartphones e Acessórios,3,27/11/2025,Florianópolis,3000.0
7632,smart tv,4000.0,"TV, Áudio e Vídeo",5,27/11/2025,Santos,20000.0
5598,notebook,4000.0,Informática e Periféricos,5,27/11/2025,Curitiba,20000.0
1617,chromecast,200.0,"TV, Áudio e Vídeo",1,27/11/2025,Santos,200.0
9279,notebook,4000.0,Informática e Periféricos,2,27/11/2025,Florianópolis,8000.0
4981,geladeira,5000.0,Eletrodomésticos,5,27/11/2025,Porto Alegre,25000.0
2246,fone de ouvido,200.0,Smartphones e Acessórios,5,27/11/2025,Belo Horizonte,1000.0
7173,geladeira,5000.0,Eletrodomésticos,5,27/11/2025,Florianópolis,25000.0
5418,mouse,100.0,Informática e Periféricos,4,27/11/2024,Curitiba,400.0
6587,mouse,100.0,Informática e Periféricos,5,27/11/2024,São Paulo,500.0
4556,smart tv,4000.0,"TV, Áudio e Vídeo",4,27/11/2024,Porto Alegre,16000.0
2416,carregador,100.0,Smartphones e Acessórios,4,27/11/2024,Florianópolis,400.0
295,fogao,1500.0,Eletrodomésticos,4,27/11/2024,Santos,6000.0
2217,geladeira,5000.0,Eletrodomésticos,5,27/11/2024,Curitiba,25000.0
7044,chromecast,200.0,"TV, Áudio e Vídeo",5,27/11/2024,Santos,1000.0
4762,chromecast,200.0,"TV, Áudio e Vídeo",2,27/11/2024,Porto Alegre,400.0
7902,ar-condicionado,2500.0,Eletrodomésticos,5,27/11/2024,Joinville,12500.0
1623,carregador,100.0,Smartphones e Acessórios,5,27/11/2024,São Paulo,500.0
9342,geladeira,5000.0,Eletrodomésticos,3,27/11/2024,Joinville,15000.0
3327,soundbar,1000.0,"TV, Áudio e Vídeo",1,27/11/2024,Rio de Janeiro,1000.0
8892,geladeira,5000.0,Eletrodomésticos,2,27/11/2024,Joinville,10000.0
9919,smartwatch,1000.0,Smartphones e Acessórios,3,27/10/2025,Joinville,3000.0
1349,monitor,1500.0,Informática e Periféricos,3,27/10/2025,Porto Alegre,4500.0
3830,geladeira,5000.0,Eletrodomésticos,3,27/10/2025,Balneário Camboriú,15000.0
4722,notebook,4000.0,Informática e Periféricos,1,27/10/2025,Curitiba,4000.0
7254,monitor,1500.0,Informática e Periféricos,3,27/10/2025,São Paulo,4500.0
7223,smartphone,2000.0,Smartphones e Acessórios,2,27/10/2025,Santos,4000.0
39,fogao,1500.0,Eletrodomésticos,2,27/10/2025,Porto Alegre,3000.0
2511,smartphone,2000.0,Smartphones e Acessórios,4,27/10/2025,Rio de Janeiro,8000.0
1287,chromecast,200.0,"TV, Áudio e Vídeo",2,27/10/2025,Santos,400.0
4450,fone de ouvido,200.0,Smartphones e Acessórios,3,27/10/2025,Porto Alegre,600.0
7854,geladeira,5000.0,Eletrodomésticos,1,27/10/2024,Curitiba,5000.0
7303,notebook,4000.0,Informática e Periféricos,5,27/10/2024,Balneário Camboriú,20000.0
2157,chromecast,200.0,"TV, Áudio e Vídeo",4,27/10/2024,Joinville,800.0
650,fogao,1500.0,Eletrodomésticos,1,27/10/2024,Balneário Camboriú,1500.0
226,smart tv,4000.0,"TV, Áudio e Vídeo",4,27/10/2024,Balneário Camboriú,16000.0
3304,smart tv,4000.0,"TV, Áudio e Vídeo",3,27/10/2024,Curitiba,12000.0
9953,smart tv,4000.0,"TV, Áudio e Vídeo",3,27/10/2024,Joinville,12000.0
9924,geladeira,5000.0,Eletrodomésticos,5,27/10/2024,Porto Alegre,25000.0
3019,mouse,100.0,Informática e Periféricos,5,27/10/2024,Florianópolis,500.0
5315,carregador,100.0,Smartphones e Acessórios,3,27/10/2024,Balneário Camboriú,300.0
8144,chromecast,200.0,"TV, Áudio e Vídeo",1,27/10/2024,Campinas,200.0
6825,fogao,1500.0,Eletrodomésticos,2,27/09/2025,Campinas,3000.0
561,geladeira,5000.0,Eletrodomésticos,4,27/09/2025,Balneário Camboriú,20000.0
1931,soundbar,1000.0,"TV, Áudio e Vídeo",3,27/09/2025,Campinas,3000.0
4512,smart tv,4000.0,"TV, Áudio e Vídeo",2,27/09/2025,Santos,8000.0
3258,geladeira,5000.0,Eletrodomésticos,1,27/09/2025,Rio de Janeiro,5000.0
6776,soundbar,1000.0,"TV, Áudio e Vídeo",1,27/09/2025,Curitiba,1000.0
5265,smartwatch,1000.0,Smartphones e Acessórios,4,27/09/2025,Curitiba,4000.0
9833,ar-condicionado,2500.0,Eletrodomésticos,1,27/09/2024,Santos,2500.0
1001,soundbar,1000.0,"TV, Áudio e Vídeo",3,27/09/2024,Curitiba,3000.0
5363,chromecast,200.0,"TV, Áudio e Vídeo",1,27/09/2024,Rio de Janeiro,200.0
8673,geladeira,5000.0,Eletrodomésticos,1,27/09/2024,Balneário Camboriú,5000.0
9250,geladeira,5000.0,Eletrodomésticos,2,27/09/2024,Campinas,10000.0
9543,smartphone,2000.0,Smartphones e Acessórios,5,27/09/2024,São Paulo,10000.0
1569,ar-condicionado,2500.0,Eletrodomésticos,1,27/09/2024,Belo Horizonte,2500.0
3206,ar-condicionado,2500.0,Eletrodomésticos,2,27/09/2024,Santos,5000.0
2608,monitor,1500.0,Informática e Periféricos,5,27/09/2024,Curitiba,7500.0
2908,monitor,1500.0,Informática e Periféricos,4,27/09/2024,Santos,6000.0
2907,ar-condicionado,2500.0,Eletrodomésticos,3,27/09/2024,Belo Horizonte,7500.0
7498,chromecast,200.0,"TV, Áudio e Vídeo",4,27/09/2024,Balneário Camboriú,800.0
1564,soundbar,1000.0,"TV, Áudio e Vídeo",4,27/09/2024,Santos,4000.0
3991,smartphone,2000.0,Smartphones e Acessórios,2,27/09/2024,Florianópolis,4000.0
6543,fone de ouvido,200.0,Smartphones e Acessórios,3,27/09/2024,São Paulo,600.0
9214,geladeira,5000.0,Eletrodomésticos,2,27/08/2025,Curitiba,10000.0
2389,carregador,100.0,Smartphones e Acessórios,2,27/08/2025,Campinas,200.0
431,geladeira,5000.0,Eletrodomésticos,4,27/08/2025,Santos,20000.0
1222,smartphone,2000.0,Smartphones e Acessórios,1,27/08/2025,Balneário Camboriú,2000.0
6837,geladeira,5000.0,Eletrodomésticos,4,27/08/2025,Belo Horizonte,20000.0
2159,smart tv,4000.0,"TV, Áudio e Vídeo",5,27/08/2025,Florianópolis,20000.0
708,fone de ouvido,200.0,Smartphones e Acessórios,3,27/08/2025,São Paulo,600.0
8697,smart tv,4000.0,"TV, Áudio e Vídeo",5,27/08/2025,Balneário Camboriú,20000.0
1660,smartwatch,1000.0,Smartphones e Acessórios,1,27/08/2025,Campinas,1000.0
7435,mouse,100.0,Informática e Periféricos,3,27/08/2024,Rio de Janeiro,300.0
8450,soundbar,1000.0,"TV, Áudio e Vídeo",1,27/08/2024,Belo Horizonte,1000.0
1245,smart tv,4000.0,"TV, Áudio e Vídeo",1,27/08/2024,São Paulo,4000.0
6134,carregador,100.0,Smartphones e Acessórios,5,27/08/2024,Santos,500.0
9558,smartphone,2000.0,Smartphones e Acessórios,2,27/08/2024,Florianópolis,4000.0
3060,fogao,1500.0,Eletrodomésticos,4,27/08/2024,Joinville,6000.0
5343,notebook,4000.0,Informática e Periféricos,3,27/08/2024,Balneário Camboriú,12000.0
7916,carregador,100.0,Smartphones e Acessórios,1,27/08/2024,Campinas,100.0
6278,carregador,100.0,Smartphones e Acessórios,3,27/08/2024,Joinville,300.0
1189,fone de ouvido,200.0,Smartphones e Acessórios,1,27/08/2024,Rio de Janeiro,200.0
9774,mouse,100.0,Informática e Periféricos,5,27/08/2024,São Paulo,500.0
2600,smartphone,2000.0,Smartphones e Acessórios,1,27/08/2024,Santos,2000.0
9827,notebook,4000.0,Informática e Periféricos,4,27/08/2024,Curitiba,16000.0
7567,carregador,100.0,Smartphones e Acessórios,2,27/08/2024,Belo Horizonte,200.0
7809,smart tv,4000.0,"TV, Áudio e Vídeo",1,27/07/2025,Santos,4000.0
1813,ar-condicionado,2500.0,Eletrodomésticos,5,27/07/2025,Balneário Camboriú,12500.0
3328,soundbar,1000.0,"TV, Áudio e Vídeo",4,27/07/2025,Porto Alegre,4000.0
3148,smartphone,2000.0,Smartphones e Acessórios,4,27/07/2025,Balneário Camboriú,8000.0
9098,monitor,1500.0,Informática e Periféricos,4,27/07/2025,Campinas,6000.0
2760,geladeira,5000.0,Eletrodomésticos,4,27/07/2025,Joinville,20000.0
8425,chromecast,200.0,"TV, Áudio e Vídeo",2,27/07/2025,Campinas,400.0
9896,smartwatch,1000.0,Smartphones e Acessórios,4,27/07/2025,Campinas,4000.0
652,geladeira,5000.0,Eletrodomésticos,4,27/07/2025,Curitiba,20000.0
6170,carregador,100.0,Smartphones e Acessórios,5,27/07/2025,Santos,500.0
8840,smart tv,4000.0,"TV, Áudio e Vídeo",4,27/07/2025,Campinas,16000.0
1742,fone de ouvido,200.0,Smartphones e Acessórios,4,27/07/2025,Balneário Camboriú,800.0
1167,chromecast,200.0,"TV, Áudio e Vídeo",4,27/07/2024,Balneário Camboriú,800.0
5217,smartphone,2000.0,Smartphones e Acessórios,1,27/07/2024,São Paulo,2000.0
6521,fone de ouvido,200.0,Smartphones e Acessórios,2,27/07/2024,Joinville,400.0
2076,fone de ouvido,200.0,Smartphones e Acessórios,4,27/07/2024,Curitiba,800.0
2464,smart tv,4000.0,"TV, Áudio e Vídeo",3,27/07/2024,Rio de Janeiro,12000.0
1892,chromecast,200.0,"TV, Áudio e Vídeo",3,27/07/2024,Florianópolis,600.0
1577,carregador,100.0,Smartphones e Acessórios,5,27/07/2024,São Paulo,500.0
7941,soundbar,1000.0,"TV, Áudio e Vídeo",3,27/07/2024,Florianópolis,3000.0
3486,chromecast,200.0,"TV, Áudio e Vídeo",3,27/07/2024,Belo Horizonte,600.0
2239,geladeira,5000.0,Eletrodomésticos,5,27/06/2025,São Paulo,25000.0
3284,mouse,100.0,Informática e Periféricos,4,27/06/2025,Joinville,400.0
3078,soundbar,1000.0,"TV, Áudio e Vídeo",2,27/06/2025,Curitiba,2000.0
