"cliente","produto","preco","categoria","quantidade","data"
100,"carregador",100,"Smartphones e Acessórios",4,"2025-03-23"
4340,"geladeira",5000,"Eletrodomésticos",4,"2024-07-30"
9464,"micro-ondas","","Eletrodomésticos",2,"2024-01-25"
4008,"carregador",100,"Smartphones e Acessórios",1,"2024-06-25"
6301,"chromecast",200,"TV, Áudio e Vídeo",1,"2025-01-25"
8370,"fone de ouvido",200,"Smartphones e Acessórios",4,"2025-10-23"
7109,"mouse",100,"Informática e Periféricos",1,"2024-02-01"
1027,"home theater","","TV, Áudio e Vídeo",5,"2025-07-31"
6606,"teclado","","Informática e Periféricos",2,"2024-08-27"
7792,"carregador",100,"Smartphones e Acessórios",3,"2024-08-08"
7290,"teclado","","Informática e Periféricos",2,"2025-08-15"
763,"mouse",100,"Informática e Periféricos",2,"2024-03-04"
7600,"geladeira",5000,"Eletrodomésticos",3,"2024-07-02"
4701,"fone de ouvido",200,"Smartphones e Acessórios",5,"2025-05-20"
5427,"ar-condicionado",2500,"Eletrodomésticos",4,"2024-05-17"
1927,"home theater","","TV, Áudio e Vídeo",5,"2024-09-02"
5965,"mouse",100,"Informática e Periféricos",3,"2025-03-16"
5189,"home theater","","TV, Áudio e Vídeo",5,"2025-06-25"
6750,"monitor",1500,"Informática e Periféricos",4,"2024-01-25"
1630,"fone de ouvido",200,"Smartphones e Acessórios",1,"2024-07-14"
4093,"geladeira",5000,"Eletrodomésticos",5,"2024-04-18"
2493,"mouse",100,"Informática e Periféricos",4,"2024-08-23"
2546,"carregador",100,"Smartphones e Acessórios",3,"2025-08-17"
4510,"monitor",1500,"Informática e Periféricos",4,"2025-03-31"
9607,"micro-ondas","","Eletrodomésticos",3,"2025-08-24"
2000,"notebook",4000,"Informática e Periféricos",5,"2024-04-22"
7823,"geladeira",5000,"Eletrodomésticos",3,"2024-03-12"
2206,"teclado","","Informática e Periféricos",1,"2024-05-09"
9546,"fogao",1500,"Eletrodomésticos",2,"2025-03-07"
1087,"smartwatch",1000,"Smartphones e Acessórios",1,"2024-05-19"
1947,"mouse",100,"Informática e Periféricos",1,"2024-04-23"
2446,"geladeira",5000,"Eletrodomésticos",2,"2025-03-17"
9328,"smart tv",4000,"TV, Áudio e Vídeo",5,"2024-04-24"
9834,"carregador",100,"Smartphones e Acessórios",5,"2024-12-10"
635,"mouse",100,"Informática e Periféricos",5,"2024-08-28"
5430,"capinha","","Smartphones e Acessórios",2,"2024-04-16"
1715,"monitor",1500,"Informática e Periféricos",2,"2026-01-24"
912,"mouse",100,"Informática e Periféricos",4,"2025-09-11"
5695,"fone de ouvido",200,"Smartphones e Acessórios",1,"2025-12-22"
5465,"smart tv",4000,"TV, Áudio e Vídeo",4,"2024-10-25"
5767,"teclado","","Informática e Periféricos",3,"2024-11-11"
6088,"monitor",1500,"Informática e Periféricos",1,"2025-02-07"
2245,"smartphone",2000,"Smartphones e Acessórios",2,"2024-06-29"
9707,"teclado","","Informática e Periféricos",1,"2024-06-01"
9546,"chromecast",200,"TV, Áudio e Vídeo",4,"2025-06-23"
3460,"soundbar",1000,"TV, Áudio e Vídeo",5,"2025-05-23"
9372,"carregador",100,"Smartphones e Acessórios",1,"2024-05-15"
9072,"chromecast",200,"TV, Áudio e Vídeo",1,"2024-03-23"
6542,"fogao",1500,"Eletrodomésticos",1,"2025-11-09"
8574,"smartwatch",1000,"Smartphones e Acessórios",1,"2024-06-29"
7685,"smartphone",2000,"Smartphones e Acessórios",3,"2025-05-25"
8420,"carregador",100,"Smartphones e Acessórios",3,"2025-09-27"
9730,"chromecast",200,"TV, Áudio e Vídeo",5,"2024-10-23"
2424,"fone de ouvido",200,"Smartphones e Acessórios",4,"2024-07-01"
2850,"chromecast",200,"TV, Áudio e Vídeo",5,"2025-09-22"
7473,"smartwatch",1000,"Smartphones e Acessórios",1,"2024-04-04"
5593,"smartphone",2000,"Smartphones e Acessórios",4,"2025-01-08"
6609,"carregador",100,"Smartphones e Acessórios",2,"2025-11-18"
9828,"mouse",100,"Informática e Periféricos",1,"2024-04-20"
3645,"monitor",1500,"Informática e Periféricos",4,"2024-05-19"
9677,"teclado","","Informática e Periféricos",2,"2025-12-17"
8164,"smartphone",2000,"Smartphones e Acessórios",2,"2024-08-15"
3848,"carregador",100,"Smartphones e Acessórios",1,"2024-05-11"
6911,"smartphone",2000,"Smartphones e Acessórios",1,"2026-01-05"
9519,"monitor",1500,"Informática e Periféricos",2,"2025-07-29"
8830,"ar-condicionado",2500,"Eletrodomésticos",4,"2025-07-16"
1923,"fogao",1500,"Eletrodomésticos",5,"2024-12-04"
6171,"carregador",100,"Smartphones e Acessórios",5,"2026-01-14"
4962,"monitor",1500,"Informática e Periféricos",2,"2025-08-23"
6780,"carregador",100,"Smartphones e Acessórios",5,"2024-06-27"
8085,"geladeira",5000,"Eletrodomésticos",3,"2024-11-28"
5137,"geladeira",5000,"Eletrodomésticos",4,"2025-11-17"
9300,"home theater","","TV, Áudio e Vídeo",3,"2025-11-12"
6257,"notebook",4000,"Informática e Periféricos",1,"2025-12-30"
7504,"soundbar",1000,"TV, Áudio e Vídeo",5,"2025-07-04"
1411,"home theater","","TV, Áudio e Vídeo",4,"2024-07-09"
7225,"micro-ondas","","Eletrodomésticos",2,"2025-12-25"
7843,"capinha","","Smartphones e Acessórios",2,"2025-01-08"
8269,"smart tv",4000,"TV, Áudio e Vídeo",4,"2025-12-07"
4893,"mouse",100,"Informática e Periféricos",3,"2025-12-03"
4433,"soundbar",1000,"TV, Áudio e Vídeo",4,"2025-10-18"
8477,"capinha","","Smartphones e Acessórios",2,"2025-12-07"
3207,"carregador",100,"Smartphones e Acessórios",1,"2025-07-14"
9122,"micro-ondas","","Eletrodomésticos",2,"2025-12-12"
9885,"ar-condicionado",2500,"Eletrodomésticos",4,"2025-05-31"
8672,"capinha","","Smartphones e Acessórios",4,"2025-10-10"
4930,"smartwatch",1000,"Smartphones e Acessórios",3,"2025-07-09"
2978,"smart tv",4000,"TV, Áudio e Vídeo",1,"2024-05-20"
6637,"soundbar",1000,"TV, Áudio e Vídeo",1,"2024-10-07"
4886,"carregador",100,"Smartphones e Acessórios",3,"2025-04-13"
2362,"home theater","","TV, Áudio e Vídeo",1,"2024-11-01"
903,"capinha","","Smartphones e Acessórios",1,"2024-09-09"
3935,"smartphone",2000,"Smartphones e Acessórios",1,"2025-06-05"
1521,"smart tv",4000,"TV, Áudio e Vídeo",3,"2024-04-12"
5150,"carregador",100,"Smartphones e Acessórios",1,"2026-01-03"
1494,"home theater","","TV, Áudio e Vídeo",1,"2024-07-28"
2135,"teclado","","Informática e Periféricos",5,"2024-11-08"
7494,"mouse",100,"Informática e Periféricos",4,"2025-10-01"
4132,"smartphone",2000,"Smartphones e Acessórios",3,"2025-09-28"
9958,"carregador",100,"Smartphones e Acessórios",5,"2024-07-18"
7163,"geladeira",5000,"Eletrodomésticos",1,"2025-06-20"
5283,"smart tv",4000,"TV, Áudio e Vídeo",3,"2025-09-12"
2483,"fone de ouvido",200,"Smartphones e Acessórios",2,"2025-06-20"
472,"micro-ondas","","Eletrodomésticos",4,"2024-08-05"
9359,"capinha","","Smartphones e Acessórios",5,"2024-11-16"
3650,"smartwatch",1000,"Smartphones e Acessórios",2,"2024-03-20"
9260,"fone de ouvido",200,"Smartphones e Acessórios",5,"2024-05-14"
3728,"teclado","","Informática e Periféricos",1,"2025-02-02"
7889,"carregador",100,"Smartphones e Acessórios",3,"2024-05-11"
4957,"notebook",4000,"Informática e Periféricos",5,"2025-02-10"
2277,"mouse",100,"Informática e Periféricos",2,"2024-03-14"
6271,"smartwatch",1000,"Smartphones e Acessórios",5,"2025-05-16"
4870,"home theater","","TV, Áudio e Vídeo",5,"2024-12-29"
5596,"fone de ouvido",200,"Smartphones e Acessórios",2,"2025-03-24"
4520,"geladeira",5000,"Eletrodomésticos",3,"2025-06-21"
3438,"monitor",1500,"Informática e Periféricos",4,"2026-01-08"
3891,"smartphone",2000,"Smartphones e Acessórios",1,"2025-11-05"
2659,"monitor",1500,"Informática e Periféricos",5,"2024-04-26"
396,"notebook",4000,"Informática e Periféricos",3,"2024-01-29"
9472,"mouse",100,"Informática e Periféricos",1,"2024-02-24"
4796,"home theater","","TV, Áudio e Vídeo",1,"2025-12-23"
5661,"notebook",4000,"Informática e Periféricos",4,"2024-08-24"
9750,"monitor",1500,"Informática e Periféricos",2,"2026-01-20"
3202,"smartwatch",1000,"Smartphones e Acessórios",4,"2024-09-18"
5580,"smart tv",4000,"TV, Áudio e Vídeo",4,"2025-06-21"
7258,"soundbar",1000,"TV, Áudio e Vídeo",2,"2025-06-21"
6698,"soundbar",1000,"TV, Áudio e Vídeo",4,"2024-12-22"
9597,"smartwatch",1000,"Smartphones e Acessórios",3,"2025-08-27"
7959,"fogao",1500,"Eletrodomésticos",2,"2025-01-28"
9845,"smart tv",4000,"TV, Áudio e Vídeo",2,"2025-04-19"
7053,"geladeira",5000,"Eletrodomésticos",1,"2025-12-23"
576,"smartphone",2000,"Smartphones e Acessórios",3,"2025-03-06"
9026,"geladeira",5000,"Eletrodomésticos",4,"2024-05-12"
9513,"smartphone",2000,"Smartphones e Acessórios",4,"2026-01-12"
6280,"soundbar",1000,"TV, Áudio e Vídeo",2,"2024-11-11"
828,"chromecast",200,"TV, Áudio e Vídeo",2,"2025-03-05"
9679,"micro-ondas","","Eletrodomésticos",3,"2024-09-13"
1793,"teclado","","Informática e Periféricos",4,"2025-11-18"
4671,"fogao",1500,"Eletrodomésticos",3,"2025-06-27"
313,"smartphone",2000,"Smartphones e Acessórios",2,"2025-03-15"
3395,"mouse",100,"Informática e Periféricos",4,"2025-09-28"
7066,"monitor",1500,"Informática e Periféricos",4,"2024-05-10"
7004,"capinha","","Smartphones e Acessórios",2,"2024-09-14"
2485,"carregador",100,"Smartphones e Acessórios",1,"2026-01-03"
5603,"smartwatch",1000,"Smartphones e Acessórios",2,"2025-08-05"
6841,"fone de ouvido",200,"Smartphones e Acessórios",3,"2024-05-19"
3575,"micro-ondas","","Eletrodomésticos",4,"2025-08-22"
6391,"mouse",100,"Informática e Periféricos",5,"2024-03-12"
1094,"fogao",1500,"Eletrodomésticos",1,"2025-06-11"
7084,"capinha","","Smartphones e Acessórios",3,"2024-04-23"
1407,"geladeira",5000,"Eletrodomésticos",1,"2024-12-27"
4473,"carregador",100,"Smartphones e Acessórios",4,"2024-04-13"
4595,"monitor",1500,"Informática e Periféricos",5,"2025-01-27"
132,"carregador",100,"Smartphones e Acessórios",4,"2024-04-22"
3973,"ar-condicionado",2500,"Eletrodomésticos",2,"2024-12-30"
7604,"geladeira",5000,"Eletrodomésticos",1,"2024-01-30"
2820,"monitor",1500,"Informática e Periféricos",3,"2024-05-02"
9786,"monitor",1500,"Informática e Periféricos",1,"2024-03-04"
2933,"monitor",1500,"Informática e Periféricos",4,"2024-06-18"
8710,"chromecast",200,"TV, Áudio e Vídeo",3,"2024-08-10"
1723,"notebook",4000,"Informática e Periféricos",1,"2024-12-18"
3202,"fone de ouvido",200,"Smartphones e Acessórios",1,"2025-09-12"
2033,"monitor",1500,"Informática e Periféricos",2,"2025-03-02"
9132,"capinha","","Smartphones e Acessórios",1,"2025-08-04"
7461,"teclado","","Informática e Periféricos",1,"2024-03-28"
1934,"ar-condicionado",2500,"Eletrodomésticos",2,"2024-05-17"
8001,"home theater","","TV, Áudio e Vídeo",1,"2024-09-26"
2902,"home theater","","TV, Áudio e Vídeo",2,"2024-09-03"
9679,"smartphone",2000,"Smartphones e Acessórios",3,"2024-03-05"
4350,"fogao",1500,"Eletrodomésticos",5,"2025-01-11"
852,"ar-condicionado",2500,"Eletrodomésticos",1,"2024-10-02"
5224,"soundbar",1000,"TV, Áudio e Vídeo",5,"2024-06-20"
2955,"monitor",1500,"Informática e Periféricos",4,"2024-09-20"
8074,"smartphone",2000,"Smartphones e Acessórios",1,"2024-09-30"
1417,"fogao",1500,"Eletrodomésticos",4,"2026-01-05"
2776,"teclado","","Informática e Periféricos",3,"2026-01-19"
81,"mouse",100,"Informática e Periféricos",2,"2025-04-18"
6922,"smartphone",2000,"Smartphones e Acessórios",1,"2024-02-26"
4446,"fone de ouvido",200,"Smartphones e Acessórios",3,"2024-03-13"
7950,"micro-ondas","","Eletrodomésticos",5,"2025-01-07"
147,"soundbar",1000,"TV, Áudio e Vídeo",3,"2025-04-29"
3946,"fogao",1500,"Eletrodomésticos",5,"2025-05-10"
1634,"smartwatch",1000,"Smartphones e Acessórios",5,"2025-01-21"
4868,"smartwatch",1000,"Smartphones e Acessórios",1,"2025-11-01"
9879,"mouse",100,"Informática e Periféricos",4,"2025-11-03"
3719,"fone de ouvido",200,"Smartphones e Acessórios",2,"2025-01-25"
7310,"geladeira",5000,"Eletrodomésticos",5,"2025-12-15"
4972,"smartphone",2000,"Smartphones e Acessórios",1,"2024-04-06"
7966,"smartphone",2000,"Smartphones e Acessórios",5,"2024-04-05"
2960,"chromecast",200,"TV, Áudio e Vídeo",3,"2026-01-05"
3064,"fogao",1500,"Eletrodomésticos",4,"2024-02-06"
2346,"fone de ouvido",200,"Smartphones e Acessórios",1,"2024-06-11"
2019,"capinha","","Smartphones e Acessórios",4,"2024-01-28"
2228,"monitor",1500,"Informática e Periféricos",5,"2024-05-19"
2763,"carregador",100,"Smartphones e Acessórios",2,"2024-02-14"
2229,"teclado","","Informática e Periféricos",2,"2024-12-11"
9376,"monitor",1500,"Informática e Periféricos",1,"2024-05-23"
5781,"notebook",4000,"Informática e Periféricos",1,"2024-11-15"
3141,"ar-condicionado",2500,"Eletrodomésticos",2,"2025-11-17"
1837,"monitor",1500,"Informática e Periféricos",3,"2025-06-21"
8261,"carregador",100,"Smartphones e Acessórios",4,"2025-05-25"
8290,"soundbar",1000,"TV, Áudio e Vídeo",3,"2025-07-19"
3213,"smart tv",4000,"TV, Áudio e Vídeo",3,"2025-01-12"
5253,"notebook",4000,"Informática e Periféricos",1,"2025-05-20"
8278,"chromecast",200,"TV, Áudio e Vídeo",2,"2025-06-25"
7174,"smartphone",2000,"Smartphones e Acessórios",4,"2024-05-19"
3946,"smart tv",4000,"TV, Áudio e Vídeo",3,"2025-07-30"
6391,"home theater","","TV, Áudio e Vídeo",3,"2025-03-02"
3442,"mouse",100,"Informática e Periféricos",5,"2025-08-08"
505,"teclado","","Informática e Periféricos",4,"2025-08-27"
4240,"chromecast",200,"TV, Áudio e Vídeo",2,"2025-05-18"
4538,"chromecast",200,"TV, Áudio e Vídeo",1,"2025-07-21"
9051,"geladeira",5000,"Eletrodomésticos",2,"2024-05-08"
7162,"chromecast",200,"TV, Áudio e Vídeo",4,"2025-03-24"
8634,"micro-ondas","","Eletrodomésticos",3,"2025-05-12"
8845,"fogao",1500,"Eletrodomésticos",3,"2025-07-18"
9008,"mouse",100,"Informática e Periféricos",4,"2024-12-20"
8790,"teclado","","Informática e Periféricos",4,"2024-04-19"
7432,"smart tv",4000,"TV, Áudio e Vídeo",4,"2025-02-15"
6179,"mouse",100,"Informática e Periféricos",5,"2025-11-24"
4270,"smart tv",4000,"TV, Áudio e Vídeo",5,"2025-04-01"
4760,"notebook",4000,"Informática e Periféricos",3,"2025-08-13"
6161,"micro-ondas","","Eletrodomésticos",4,"2025-01-14"
3834,"monitor",1500,"Informática e Periféricos",5,"2024-08-13"
2774,"fone de ouvido",200,"Smartphones e Acessórios",4,"2024-10-24"
3245,"geladeira",5000,"Eletrodomésticos",4,"2024-04-10"
4826,"teclado","","Informática e Periféricos",3,"2024-10-12"
6695,"capinha","","Smartphones e Acessórios",4,"2025-03-25"
8722,"monitor",1500,"Informática e Periféricos",4,"2025-11-03"
1359,"smartphone",2000,"Smartphones e Acessórios",3,"2025-02-05"
5570,"micro-ondas","","Eletrodomésticos",2,"2025-09-01"
448,"smartwatch",1000,"Smartphones e Acessórios",5,"2024-10-30"
1513,"notebook",4000,"Informática e Periféricos",1,"2025-01-10"
7277,"geladeira",5000,"Eletrodomésticos",5,"2024-10-21"
6500,"chromecast",200,"TV, Áudio e Vídeo",4,"2024-12-29"
4392,"monitor",1500,"Informática e Periféricos",5,"2025-01-11"
7295,"chromecast",200,"TV, Áudio e Vídeo",1,"2024-04-14"
676,"home theater","","TV, Áudio e Vídeo",3,"2024-12-03"
7534,"smart tv",4000,"TV, Áudio e Vídeo",1,"2024-08-24"
3923,"soundbar",1000,"TV, Áudio e Vídeo",4,"2024-06-07"
5808,"monitor",1500,"Informática e Periféricos",3,"2025-12-05"
6582,"carregador",100,"Smartphones e Acessórios",3,"2024-11-05"
8253,"micro-ondas","","Eletrodomésticos",3,"2024-10-06"
364,"ar-condicionado",2500,"Eletrodomésticos",1,"2025-11-24"
1984,"chromecast",200,"TV, Áudio e Vídeo",2,"2024-04-24"
2204,"micro-ondas","","Eletrodomésticos",2,"2024-11-24"
5703,"mouse",100,"Informática e Periféricos",3,"2025-02-27"
4679,"capinha","","Smartphones e Acessórios",5,"2024-12-28"
2722,"chromecast",200,"TV, Áudio e Vídeo",1,"2025-09-16"
6629,"soundbar",1000,"TV, Áudio e Vídeo",1,"2025-04-01"
6779,"fogao",1500,"Eletrodomésticos",2,"2025-09-07"
6320,"smartwatch",1000,"Smartphones e Acessórios",5,"2024-02-10"
3791,"home theater","","TV, Áudio e Vídeo",2,"2024-10-10"
4352,"micro-ondas","","Eletrodomésticos",5,"2025-09-29"
1015,"geladeira",5000,"Eletrodomésticos",3,"2025-12-23"
2908,"chromecast",200,"TV, Áudio e Vídeo",4,"2025-05-04"
5074,"micro-ondas","","Eletrodomésticos",3,"2025-03-08"
2020,"monitor",1500,"Informática e Periféricos",3,"2025-03-08"
7083,"mouse",100,"Informática e Periféricos",4,"2024-02-17"
919,"fogao",1500,"Eletrodomésticos",2,"2024-12-05"
7425,"ar-condicionado",2500,"Eletrodomésticos",3,"2024-11-20"
1805,"soundbar",1000,"TV, Áudio e Vídeo",5,"2024-11-05"
8588,"notebook",4000,"Informática e Periféricos",1,"2024-10-13"
2753,"ar-condicionado",2500,"Eletrodomésticos",3,"2025-07-29"
3107,"carregador",100,"Smartphones e Acessórios",4,"2024-06-22"
9726,"micro-ondas","","Eletrodomésticos",3,"2026-01-08"
5579,"smartphone",2000,"Smartphones e Acessórios",4,"2024-12-05"
9163,"notebook",4000,"Informática e Periféricos",1,"2024-12-30"
1612,"mouse",100,"Informática e Periféricos",1,"2024-04-06"
4882,"smart tv",4000,"TV, Áudio e Vídeo",4,"2024-10-20"
530,"micro-ondas","","Eletrodomésticos",3,"2025-12-28"
8208,"mouse",100,"Informática e Periféricos",1,"2024-03-20"
6885,"smart tv",4000,"TV, Áudio e Vídeo",1,"2024-10-12"
1526,"fogao",1500,"Eletrodomésticos",4,"2025-06-10"
2446,"smart tv",4000,"TV, Áudio e Vídeo",4,"2024-03-21"
7773,"ar-condicionado",2500,"Eletrodomésticos",1,"2026-01-22"
6784,"fone de ouvido",200,"Smartphones e Acessórios",2,"2024-09-27"
9341,"micro-ondas","","Eletrodomésticos",2,"2025-06-26"
2252,"chromecast",200,"TV, Áudio e Vídeo",5,"2024-11-26"
9451,"monitor",1500,"Informática e Periféricos",3,"2024-11-14"
6576,"capinha","","Smartphones e Acessórios",3,"2024-12-23"
4887,"teclado","","Informática e Periféricos",3,"2025-09-06"
7749,"monitor",1500,"Informática e Periféricos",2,"2025-07-01"
516,"geladeira",5000,"Eletrodomésticos",1,"2025-10-10"
7511,"home theater","","TV, Áudio e Vídeo",4,"2025-11-17"
6237,"carregador",100,"Smartphones e Acessórios",4,"2024-11-15"
9489,"smartphone",2000,"Smartphones e Acessórios",4,"2024-04-17"
108,"capinha","","Smartphones e Acessórios",3,"2025-04-21"
6527,"notebook",4000,"Informática e Periféricos",3,"2025-10-26"
753,"smart tv",4000,"TV, Áudio e Vídeo",4,"2024-08-13"
6951,"ar-condicionado",2500,"Eletrodomésticos",3,"2025-01-31"
2916,"smartphone",2000,"Smartphones e Acessórios",4,"2024-05-26"
9910,"soundbar",1000,"TV, Áudio e Vídeo",2,"2025-01-19"
4407,"chromecast",200,"TV, Áudio e Vídeo",3,"2025-09-29"
6987,"geladeira",5000,"Eletrodomésticos",5,"2025-11-15"
7799,"smartphone",2000,"Smartphones e Acessórios",5,"2024-10-15"
548,"smartphone",2000,"Smartphones e Acessórios",3,"2025-07-29"
7889,"mouse",100,"Informática e Periféricos",1,"2024-06-10"
8453,"smart tv",4000,"TV, Áudio e Vídeo",4,"2024-01-29"
4338,"chromecast",200,"TV, Áudio e Vídeo",5,"2024-05-31"
4570,"teclado","","Informática e Periféricos",4,"2024-04-15"
7691,"chromecast",200,"TV, Áudio e Vídeo",5,"2025-11-07"
7596,"monitor",1500,"Informática e Periféricos",1,"2024-03-07"
6905,"mouse",100,"Informática e Periféricos",3,"2024-03-29"
4733,"chromecast",200,"TV, Áudio e Vídeo",5,"2024-04-06"
9052,"smart tv",4000,"TV, Áudio e Vídeo",4,"2025-12-13"
147,"mouse",100,"Informática e Periféricos",5,"2025-10-22"
1026,"smart tv",4000,"TV, Áudio e Vídeo",4,"2025-11-04"
161,"ar-condicionado",2500,"Eletrodomésticos",2,"2024-09-09"
6599,"chromecast",200,"TV, Áudio e Vídeo",1,"2024-02-06"
6916,"teclado","","Informática e Periféricos",2,"2025-12-08"
8192,"home theater","","TV, Áudio e Vídeo",3,"2025-07-30"
3432,"fone de ouvido",200,"Smartphones e Acessórios",3,"2025-10-31"
7384,"teclado","","Informática e Periféricos",5,"2024-10-23"
4993,"smartwatch",1000,"Smartphones e Acessórios",2,"2024-02-02"
6134,"soundbar",1000,"TV, Áudio e Vídeo",4,"2025-01-03"
2654,"smartwatch",1000,"Smartphones e Acessórios",4,"2024-02-24"
324,"capinha","","Smartphones e Acessórios",3,"2025-11-14"
244,"micro-ondas","","Eletrodomésticos",4,"2025-01-10"
1756,"carregador",100,"Smartphones e Acessórios",4,"2025-08-30"
7349,"smart tv",4000,"TV, Áudio e Vídeo",5,"2024-08-18"
3942,"geladeira",5000,"Eletrodomésticos",1,"2024-02-05"
9980,"capinha","","Smartphones e Acessórios",3,"2025-03-25"
4403,"monitor",1500,"Informática e Periféricos",5,"2024-03-28"
2865,"smartphone",2000,"Smartphones e Acessórios",4,"2025-12-27"
4245,"notebook",4000,"Informática e Periféricos",1,"2025-02-19"
3673,"fogao",1500,"Eletrodomésticos",5,"2025-12-15"
7042,"micro-ondas","","Eletrodomésticos",3,"2025-07-13"
5560,"fone de ouvido",200,"Smartphones e Acessórios",5,"2025-11-29"
6217,"home theater","","TV, Áudio e Vídeo",3,"2025-02-25"
2868,"carregador",100,"Smartphones e Acessórios",1,"2024-06-28"
8697,"ar-condicionado",2500,"Eletrodomésticos",4,"2025-05-29"
337,"chromecast",200,"TV, Áudio e Vídeo",1,"2024-10-08"
3720,"chromecast",200,"TV, Áudio e Vídeo",1,"2024-12-05"
9917,"smartphone",2000,"Smartphones e Acessórios",3,"2024-11-29"
1720,"teclado","","Informática e Periféricos",1,"2024-11-13"
9440,"teclado","","Informática e Periféricos",4,"2025-02-13"
2888,"micro-ondas","","Eletrodomésticos",5,"2025-07-16"
8849,"chromecast",200,"TV, Áudio e Vídeo",4,"2025-07-21"
3314,"monitor",1500,"Informática e Periféricos",4,"2024-07-01"
9925,"smart tv",4000,"TV, Áudio e Vídeo",4,"2025-12-08"
8215,"ar-condicionado",2500,"Eletrodomésticos",3,"2025-10-24"
8408,"geladeira",5000,"Eletrodomésticos",1,"2025-11-10"
9365,"fone de ouvido",200,"Smartphones e Acessórios",4,"2025-03-29"
1239,"ar-condicionado",2500,"Eletrodomésticos",5,"2025-12-19"
2128,"smartwatch",1000,"Smartphones e Acessórios",2,"2024-12-30"
3249,"carregador",100,"Smartphones e Acessórios",2,"2025-06-30"
7988,"chromecast",200,"TV, Áudio e Vídeo",4,"2024-11-16"
2979,"chromecast",200,"TV, Áudio e Vídeo",2,"2025-02-17"
3291,"micro-ondas","","Eletrodomésticos",5,"2024-12-11"
6526,"smartwatch",1000,"Smartphones e Acessórios",5,"2026-01-23"
249,"teclado","","Informática e Periféricos",5,"2025-09-25"
4778,"carregador",100,"Smartphones e Acessórios",2,"2024-05-05"
776,"home theater","","TV, Áudio e Vídeo",1,"2024-08-09"
1381,"smartphone",2000,"Smartphones e Acessórios",4,"2025-01-07"
7771,"teclado","","Informática e Periféricos",1,"2024-12-08"
6267,"smartwatch",1000,"Smartphones e Acessórios",4,"2025-03-29"
4715,"carregador",100,"Smartphones e Acessórios",1,"2024-04-28"
6628,"fogao",1500,"Eletrodomésticos",4,"2025-12-04"
9129,"carregador",100,"Smartphones e Acessórios",2,"2024-10-05"
2004,"mouse",100,"Informática e Periféricos",4,"2025-06-20"
9237,"smartwatch",1000,"Smartphones e Acessórios",3,"2025-01-01"
2961,"home theater","","TV, Áudio e Vídeo",2,"2025-08-26"
7345,"teclado","","Informática e Periféricos",2,"2024-07-02"
3219,"soundbar",1000,"TV, Áudio e Vídeo",2,"2024-11-11"
7117,"smart tv",4000,"TV, Áudio e Vídeo",4,"2024-12-11"
5466,"monitor",1500,"Informática e Periféricos",5,"2024-05-03"
5539,"notebook",4000,"Informática e Periféricos",2,"2025-11-18"
1606,"ar-condicionado",2500,"Eletrodomésticos",3,"2026-01-03"
2360,"carregador",100,"Smartphones e Acessórios",5,"2026-01-01"
3287,"micro-ondas","","Eletrodomésticos",4,"2024-12-13"
8213,"smartwatch",1000,"Smartphones e Acessórios",4,"2025-12-21"
7768,"micro-ondas","","Eletrodomésticos",1,"2026-01-05"
731,"fone de ouvido",200,"Smartphones e Acessórios",1,"2025-02-23"
6785,"smartwatch",1000,"Smartphones e Acessórios",5,"2025-03-21"
1151,"chromecast",200,"TV, Áudio e Vídeo",1,"2025-06-23"
2769,"fogao",1500,"Eletrodomésticos",2,"2025-01-12"
5690,"mouse",100,"Informática e Periféricos",3,"2024-06-03"
160,"ar-condicionado",2500,"Eletrodomésticos",2,"2025-10-19"
2409,"carregador",100,"Smartphones e Acessórios",2,"2025-08-14"
1256,"smartwatch",1000,"Smartphones e Acessórios",1,"2025-10-08"
2598,"fone de ouvido",200,"Smartphones e Acessórios",5,"2024-02-20"
7929,"soundbar",1000,"TV, Áudio e Vídeo",3,"2025-01-21"
8299,"home theater","","TV, Áudio e Vídeo",3,"2024-04-12"
6969,"carregador",100,"Smartphones e Acessórios",5,"2024-05-10"
4269,"fogao",1500,"Eletrodomésticos",4,"2025-02-23"
7382,"smart tv",4000,"TV, Áudio e Vídeo",1,"2025-04-24"
2135,"mouse",100,"Informática e Periféricos",4,"2024-10-08"
5003,"monitor",1500,"Informática e Periféricos",2,"2026-01-24"
9336,"capinha","","Smartphones e Acessórios",5,"2025-09-11"
1971,"soundbar",1000,"TV, Áudio e Vídeo",1,"2025-01-05"
4168,"monitor",1500,"Informática e Periféricos",5,"2025-05-12"
5393,"micro-ondas","","Eletrodomésticos",2,"2024-10-23"
8863,"notebook",4000,"Informática e Periféricos",1,"2024-11-07"
2058,"fone de ouvido",200,"Smartphones e Acessórios",4,"2024-09-08"
8894,"home theater","","TV, Áudio e Vídeo",5,"2024-12-13"
3990,"home theater","","TV, Áudio e Vídeo",3,"2025-01-02"
7212,"notebook",4000,"Informática e Periféricos",4,"2024-05-30"
5556,"monitor",1500,"Informática e Periféricos",2,"2025-07-19"
6505,"chromecast",200,"TV, Áudio e Vídeo",1,"2024-12-03"
6270,"teclado","","Informática e Periféricos",2,"2024-03-12"
806,"fone de ouvido",200,"Smartphones e Acessórios",3,"2025-11-18"
5239,"smart tv",4000,"TV, Áudio e Vídeo",2,"2024-11-18"
8308,"notebook",4000,"Informática e Periféricos",3,"2024-11-06"
6539,"ar-condicionado",2500,"Eletrodomésticos",1,"2024-05-07"
