"cliente","produto","preco","categoria","quantidade","data","cidade"
328,"ar-condicionado",2500.0,"Eletrodomésticos",2,"2024-06-23","Florianópolis"
495,"soundbar",1000.0,"TV, Áudio e Vídeo",1,"2025-10-29","Belo Horizonte"
8970,"monitor",1500.0,"Informática e Periféricos",2,"2025-05-31","Joinville"
9431,"capinha","","Smartphones e Acessórios",4,"2025-01-30","Belo Horizonte"
4933,"teclado","","Informática e Periféricos",2,"2024-05-17","Rio de Janeiro"
7057,"fone de ouvido",200.0,"Smartphones e Acessórios",2,"2025-09-07","Belo Horizonte"
7090,"smart tv",4000.0,"TV, Áudio e Vídeo",1,"2025-11-24","Joinville"
9554,"home theater","","TV, Áudio e Vídeo",1,"2025-12-29","Balneário Camboriú"
3929,"chromecast",200.0,"TV, Áudio e Vídeo",3,"2025-10-16","Campinas"
1890,"micro-ondas","","Eletrodomésticos",5,"2024-03-17","São Paulo"
7288,"capinha","","Smartphones e Acessórios",2,"2024-05-16","Porto Alegre"
3426,"home theater","","TV, Áudio e Vídeo",1,"2024-03-29","Santos"
5293,"mouse",100.0,"Informática e Periféricos",3,"2024-07-23","Florianópolis"
8070,"teclado","","Informática e Periféricos",4,"2025-11-23","Balneário Camboriú"
7004,"monitor",1500.0,"Informática e Periféricos",2,"2025-07-03","Santos"
8564,"carregador",100.0,"Smartphones e Acessórios",1,"2024-02-01","São Paulo"
6540,"geladeira",5000.0,"Eletrodomésticos",3,"2024-02-22","Campinas"
2282,"mouse",100.0,"Informática e Periféricos",1,"2025-06-07","Porto Alegre"
8043,"chromecast",200.0,"TV, Áudio e Vídeo",3,"2025-12-21","Rio de Janeiro"
8572,"fone de ouvido",200.0,"Smartphones e Acessórios",3,"2024-09-08","São Paulo"
1103,"home theater","","TV, Áudio e Vídeo",1,"2024-07-18","Curitiba"
2979,"mouse",100.0,"Informática e Periféricos",1,"2024-09-28","Joinville"
7762,"fone de ouvido",200.0,"Smartphones e Acessórios",5,"2024-12-06","Santos"
4430,"micro-ondas","","Eletrodomésticos",1,"2024-02-12","Belo Horizonte"
5268,"carregador",100.0,"Smartphones e Acessórios",3,"2025-09-08","Rio de Janeiro"
2697,"smartwatch",1000.0,"Smartphones e Acessórios",2,"2025-10-03","São Paulo"
2390,"ar-condicionado",2500.0,"Eletrodomésticos",1,"2024-12-25","Balneário Camboriú"
2846,"fone de ouvido",200.0,"Smartphones e Acessórios",1,"2025-02-10","Joinville"
7184,"mouse",100.0,"Informática e Periféricos",1,"2024-07-08","São Paulo"
1314,"teclado","","Informática e Periféricos",3,"2025-03-12","Joinville"
7909,"monitor",1500.0,"Informática e Periféricos",5,"2024-09-16","Campinas"
4131,"micro-ondas","","Eletrodomésticos",4,"2024-11-30","Joinville"
3497,"notebook",4000.0,"Informática e Periféricos",3,"2025-02-09","Campinas"
4990,"micro-ondas","","Eletrodomésticos",3,"2025-06-10","São Paulo"
6134,"carregador",100.0,"Smartphones e Acessórios",5,"2024-08-27","Santos"
4551,"home theater","","TV, Áudio e Vídeo",4,"2024-04-22","Rio de Janeiro"
2217,"home theater","","TV, Áudio e Vídeo",1,"2025-06-06","Porto Alegre"
2760,"soundbar",1000.0,"TV, Áudio e Vídeo",4,"2025-02-27","Porto Alegre"
7245,"fone de ouvido",200.0,"Smartphones e Acessórios",2,"2025-05-07","Florianópolis"
9310,"chromecast",200.0,"TV, Áudio e Vídeo",3,"2024-10-06","Joinville"
171,"teclado","","Informática e Periféricos",2,"2025-06-22","São Paulo"
1094,"fogao",1500.0,"Eletrodomésticos",5,"2024-06-12","Florianópolis"
4649,"carregador",100.0,"Smartphones e Acessórios",2,"2025-11-26","Santos"
4121,"capinha","","Smartphones e Acessórios",5,"2024-06-05","Santos"
79,"smart tv",4000.0,"TV, Áudio e Vídeo",2,"2024-05-28","Curitiba"
8121,"monitor",1500.0,"Informática e Periféricos",3,"2024-11-08","Balneário Camboriú"
5874,"micro-ondas","","Eletrodomésticos",4,"2024-07-23","Florianópolis"
6260,"fogao",1500.0,"Eletrodomésticos",4,"2025-02-02","Rio de Janeiro"
4620,"geladeira",5000.0,"Eletrodomésticos",5,"2024-07-07","Belo Horizonte"
9741,"teclado","","Informática e Periféricos",5,"2025-06-30","Curitiba"
6647,"teclado","","Informática e Periféricos",3,"2025-12-23","Campinas"
3965,"fone de ouvido",200.0,"Smartphones e Acessórios",4,"2024-03-12","Rio de Janeiro"
2981,"smartwatch",1000.0,"Smartphones e Acessórios",3,"2025-05-19","Florianópolis"
4257,"smartphone",2000.0,"Smartphones e Acessórios",4,"2025-07-04","Balneário Camboriú"
4477,"micro-ondas","","Eletrodomésticos",2,"2025-09-03","Porto Alegre"
3065,"carregador",100.0,"Smartphones e Acessórios",1,"2025-07-04","Belo Horizonte"
7407,"home theater","","TV, Áudio e Vídeo",2,"2024-09-08","Balneário Camboriú"
3155,"soundbar",1000.0,"TV, Áudio e Vídeo",5,"2025-05-23","Campinas"
8005,"carregador",100.0,"Smartphones e Acessórios",3,"2025-03-22","Porto Alegre"
1128,"carregador",100.0,"Smartphones e Acessórios",2,"2025-02-24","Porto Alegre"
2933,"soundbar",1000.0,"TV, Áudio e Vídeo",3,"2024-02-14","São Paulo"
9027,"monitor",1500.0,"Informática e Periféricos",3,"2025-12-16","Porto Alegre"
1,"mouse",100.0,"Informática e Periféricos",5,"2025-08-24","Campinas"
6432,"chromecast",200.0,"TV, Áudio e Vídeo",2,"2025-10-09","Curitiba"
6721,"smart tv",4000.0,"TV, Áudio e Vídeo",5,"2025-09-24","Joinville"
7218,"teclado","","Informática e Periféricos",3,"2025-12-26","Santos"
8436,"notebook",4000.0,"Informática e Periféricos",2,"2026-01-11","São Paulo"
8120,"teclado","","Informática e Periféricos",4,"2024-11-27","Florianópolis"
9665,"teclado","","Informática e Periféricos",3,"2025-10-07","Santos"
7632,"micro-ondas","","Eletrodomésticos",2,"2025-05-20","Florianópolis"
2524,"micro-ondas","","Eletrodomésticos",4,"2025-11-18","Florianópolis"
8865,"geladeira",5000.0,"Eletrodomésticos",4,"2025-06-25","Santos"
3993,"soundbar",1000.0,"TV, Áudio e Vídeo",2,"2025-07-02","Santos"
480,"ar-condicionado",2500.0,"Eletrodomésticos",3,"2024-08-02","Curitiba"
8472,"mouse",100.0,"Informática e Periféricos",5,"2026-01-15","Santos"
6739,"soundbar",1000.0,"TV, Áudio e Vídeo",3,"2024-01-30","Curitiba"
5714,"soundbar",1000.0,"TV, Áudio e Vídeo",2,"2025-01-12","Curitiba"
8025,"capinha","","Smartphones e Acessórios",3,"2025-03-09","Santos"
2689,"mouse",100.0,"Informática e Periféricos",3,"2025-02-23","Balneário Camboriú"
1937,"mouse",100.0,"Informática e Periféricos",1,"2024-10-16","Balneário Camboriú"
8753,"smart tv",4000.0,"TV, Áudio e Vídeo",1,"2025-06-20","Campinas"
7947,"fogao",1500.0,"Eletrodomésticos",3,"2025-02-05","São Paulo"
9821,"teclado","","Informática e Periféricos",2,"2024-10-10","Joinville"
8645,"fogao",1500.0,"Eletrodomésticos",1,"2025-07-10","Campinas"
1133,"carregador",100.0,"Smartphones e Acessórios",2,"2025-05-03","Santos"
4368,"teclado","","Informática e Periféricos",2,"2024-05-07","Porto Alegre"
6190,"home theater","","TV, Áudio e Vídeo",4,"2025-04-28","Belo Horizonte"
1511,"ar-condicionado",2500.0,"Eletrodomésticos",4,"2024-08-29","Joinville"
7986,"capinha","","Smartphones e Acessórios",4,"2025-02-04","Belo Horizonte"
8166,"micro-ondas","","Eletrodomésticos",5,"2025-08-01","Porto Alegre"
9503,"smartwatch",1000.0,"Smartphones e Acessórios",3,"2025-02-15","Campinas"
4153,"chromecast",200.0,"TV, Áudio e Vídeo",5,"2024-12-02","Santos"
1396,"fone de ouvido",200.0,"Smartphones e Acessórios",2,"2025-03-14","Florianópolis"
5627,"fone de ouvido",200.0,"Smartphones e Acessórios",5,"2024-03-31","Porto Alegre"
1790,"micro-ondas","","Eletrodomésticos",2,"2024-02-12","São Paulo"
7001,"ar-condicionado",2500.0,"Eletrodomésticos",2,"2025-07-11","Rio de Janeiro"
9043,"notebook",4000.0,"Informática e Periféricos",4,"2024-12-22","Santos"
6249,"ar-condicionado",2500.0,"Eletrodomésticos",2,"2024-06-26","Santos"
5476,"smartphone",2000.0,"Smartphones e Acessórios",1,"2025-11-14","São Paulo"
8199,"smart tv",4000.0,"TV, Áudio e Vídeo",3,"2025-07-20","Campinas"
7459,"notebook",4000.0,"Informática e Periféricos",5,"2024-04-02","São Paulo"
3463,"soundbar",1000.0,"TV, Áudio e Vídeo",5,"2024-02-18","Belo Horizonte"
3986,"smart tv",4000.0,"TV, Áudio e Vídeo",5,"2025-10-24","Florianópolis"
6605,"soundbar",1000.0,"TV, Áudio e Vídeo",5,"2025-06-05","Porto Alegre"
5697,"capinha","","Smartphones e Acessórios",5,"2025-09-11","Joinville"
8061,"mouse",100.0,"Informática e Periféricos",3,"2024-03-05","Florianópolis"
7720,"smart tv",4000.0,"TV, Áudio e Vídeo",2,"2025-11-05","Balneário Camboriú"
7312,"ar-condicionado",2500.0,"Eletrodomésticos",4,"2025-08-29","Balneário Camboriú"
1962,"carregador",100.0,"Smartphones e Acessórios",5,"2025-11-07","Balneário Camboriú"
7848,"soundbar",1000.0,"TV, Áudio e Vídeo",3,"2024-04-27","Santos"
7072,"ar-condicionado",2500.0,"Eletrodomésticos",5,"2024-04-24","Balneário Camboriú"
9777,"fogao",1500.0,"Eletrodomésticos",3,"2025-07-17","Rio de Janeiro"
5697,"geladeira",5000.0,"Eletrodomésticos",2,"2024-02-08","Florianópolis"
5430,"fone de ouvido",200.0,"Smartphones e Acessórios",2,"2025-05-27","Rio de Janeiro"
5404,"capinha","","Smartphones e Acessórios",1,"2026-01-23","Campinas"
4582,"mouse",100.0,"Informática e Periféricos",2,"2025-10-16","Balneário Camboriú"
3472,"capinha","","Smartphones e Acessórios",5,"2025-11-13","Belo Horizonte"
9191,"carregador",100.0,"Smartphones e Acessórios",5,"2024-07-10","Porto Alegre"
7706,"soundbar",1000.0,"TV, Áudio e Vídeo",2,"2025-04-03","Santos"
1008,"capinha","","Smartphones e Acessórios",5,"2024-02-03","Campinas"
6753,"home theater","","TV, Áudio e Vídeo",2,"2025-03-07","Curitiba"
4418,"home theater","","TV, Áudio e Vídeo",1,"2024-02-18","Porto Alegre"
6583,"capinha","","Smartphones e Acessórios",4,"2025-09-12","Balneário Camboriú"
4095,"geladeira",5000.0,"Eletrodomésticos",4,"2024-06-26","Porto Alegre"
6067,"notebook",4000.0,"Informática e Periféricos",5,"2024-12-06","Florianópolis"
9860,"smart tv",4000.0,"TV, Áudio e Vídeo",3,"2024-07-20","Santos"
7932,"micro-ondas","","Eletrodomésticos",2,"2024-02-18","Curitiba"
6234,"home theater","","TV, Áudio e Vídeo",1,"2025-05-11","Campinas"
9007,"mouse",100.0,"Informática e Periféricos",3,"2024-07-04","Santos"
3034,"monitor",1500.0,"Informática e Periféricos",3,"2025-09-01","Porto Alegre"
1661,"carregador",100.0,"Smartphones e Acessórios",5,"2025-12-31","Belo Horizonte"
5034,"home theater","","TV, Áudio e Vídeo",1,"2025-10-11","Santos"
1880,"notebook",4000.0,"Informática e Periféricos",4,"2025-01-18","Porto Alegre"
8346,"mouse",100.0,"Informática e Periféricos",2,"2024-12-30","Joinville"
5678,"smartphone",2000.0,"Smartphones e Acessórios",3,"2025-10-13","Santos"
3163,"fogao",1500.0,"Eletrodomésticos",4,"2024-10-07","Belo Horizonte"
8295,"home theater","","TV, Áudio e Vídeo",3,"2025-02-18","Santos"
6709,"monitor",1500.0,"Informática e Periféricos",5,"2025-04-23","Florianópolis"
76,"smartwatch",1000.0,"Smartphones e Acessórios",2,"2025-08-12","Florianópolis"
4788,"mouse",100.0,"Informática e Periféricos",4,"2024-02-25","Porto Alegre"
2243,"chromecast",200.0,"TV, Áudio e Vídeo",4,"2024-06-15","Porto Alegre"
4782,"micro-ondas","","Eletrodomésticos",2,"2024-04-03","Campinas"
1645,"ar-condicionado",2500.0,"Eletrodomésticos",5,"2024-06-22","Belo Horizonte"
8177,"smartwatch",1000.0,"Smartphones e Acessórios",4,"2025-10-26","Campinas"
8122,"capinha","","Smartphones e Acessórios",4,"2024-02-19","Santos"
3297,"chromecast",200.0,"TV, Áudio e Vídeo",4,"2026-01-05","São Paulo"
4035,"geladeira",5000.0,"Eletrodomésticos",2,"2025-01-30","Campinas"
5797,"geladeira",5000.0,"Eletrodomésticos",1,"2025-06-17","Rio de Janeiro"
7378,"smartwatch",1000.0,"Smartphones e Acessórios",4,"2025-12-12","Campinas"
5267,"ar-condicionado",2500.0,"Eletrodomésticos",1,"2025-03-01","Joinville"
522,"mouse",100.0,"Informática e Periféricos",5,"2024-07-25","Belo Horizonte"
1873,"carregador",100.0,"Smartphones e Acessórios",4,"2024-09-13","Campinas"
2495,"geladeira",5000.0,"Eletrodomésticos",4,"2025-11-15","Rio de Janeiro"
4174,"smartphone",2000.0,"Smartphones e Acessórios",2,"2024-10-14","Rio de Janeiro"
4726,"capinha","","Smartphones e Acessórios",3,"2024-06-20","Campinas"
9313,"teclado","","Informática e Periféricos",1,"2025-02-16","Porto Alegre"
9775,"micro-ondas","","Eletrodomésticos",5,"2026-01-02","Porto Alegre"
2701,"geladeira",5000.0,"Eletrodomésticos",2,"2025-07-29","Porto Alegre"
7907,"home theater","","TV, Áudio e Vídeo",1,"2024-08-01","Joinville"
7149,"soundbar",1000.0,"TV, Áudio e Vídeo",3,"2024-02-17","Florianópolis"
3747,"notebook",4000.0,"Informática e Periféricos",1,"2024-06-28","Porto Alegre"
4926,"capinha","","Smartphones e Acessórios",5,"2025-06-09","Belo Horizonte"
5687,"carregador",100.0,"Smartphones e Acessórios",1,"2025-01-17","Porto Alegre"
7822,"home theater","","TV, Áudio e Vídeo",4,"2024-12-14","Rio de Janeiro"
9874,"capinha","","Smartphones e Acessórios",2,"2025-06-24","Curitiba"
246,"smartphone",2000.0,"Smartphones e Acessórios",4,"2024-09-15","Campinas"
8247,"fone de ouvido",200.0,"Smartphones e Acessórios",4,"2024-07-15","Porto Alegre"
3395,"chromecast",200.0,"TV, Áudio e Vídeo",4,"2025-01-13","Porto Alegre"
4016,"mouse",100.0,"Informática e Periféricos",1,"2025-01-15","Belo Horizonte"
3144,"micro-ondas","","Eletrodomésticos",5,"2024-10-08","Rio de Janeiro"
136,"fogao",1500.0,"Eletrodomésticos",1,"2025-08-13","Curitiba"
9647,"ar-condicionado",2500.0,"Eletrodomésticos",4,"2025-01-26","Curitiba"
4176,"soundbar",1000.0,"TV, Áudio e Vídeo",1,"2025-06-30","São Paulo"
5987,"chromecast",200.0,"TV, Áudio e Vídeo",4,"2024-06-04","Balneário Camboriú"
8668,"fogao",1500.0,"Eletrodomésticos",2,"2025-10-21","Florianópolis"
1869,"ar-condicionado",2500.0,"Eletrodomésticos",5,"2025-01-05","Porto Alegre"
4824,"micro-ondas","","Eletrodomésticos",3,"2025-09-28","Belo Horizonte"
6360,"soundbar",1000.0,"TV, Áudio e Vídeo",1,"2025-10-21","Balneário Camboriú"
4210,"monitor",1500.0,"Informática e Periféricos",4,"2025-04-10","Joinville"
3472,"chromecast",200.0,"TV, Áudio e Vídeo",4,"2024-08-10","Joinville"
6028,"smartwatch",1000.0,"Smartphones e Acessórios",4,"2024-05-10","São Paulo"
8930,"chromecast",200.0,"TV, Áudio e Vídeo",1,"2024-10-13","Curitiba"
1698,"home theater","","TV, Áudio e Vídeo",2,"2025-07-09","São Paulo"
5391,"micro-ondas","","Eletrodomésticos",1,"2025-07-31","Curitiba"
2777,"mouse",100.0,"Informática e Periféricos",1,"2025-01-03","São Paulo"
4656,"monitor",1500.0,"Informática e Periféricos",3,"2024-04-11","Curitiba"
6588,"ar-condicionado",2500.0,"Eletrodomésticos",5,"2024-02-02","Belo Horizonte"
1521,"smartwatch",1000.0,"Smartphones e Acessórios",3,"2024-03-28","Santos"
4296,"soundbar",1000.0,"TV, Áudio e Vídeo",1,"2024-10-11","Belo Horizonte"
1802,"notebook",4000.0,"Informática e Periféricos",2,"2025-01-21","Campinas"
7293,"notebook",4000.0,"Informática e Periféricos",2,"2025-02-18","Santos"
4673,"soundbar",1000.0,"TV, Áudio e Vídeo",1,"2024-09-10","Florianópolis"
2810,"monitor",1500.0,"Informática e Periféricos",5,"2024-12-26","Balneário Camboriú"
1647,"micro-ondas","","Eletrodomésticos",3,"2024-02-05","Belo Horizonte"
1379,"fogao",1500.0,"Eletrodomésticos",4,"2026-01-17","Balneário Camboriú"
2980,"carregador",100.0,"Smartphones e Acessórios",3,"2025-02-24","Belo Horizonte"
8566,"smartwatch",1000.0,"Smartphones e Acessórios",3,"2024-09-22","Santos"
928,"smartwatch",1000.0,"Smartphones e Acessórios",5,"2026-01-16","Balneário Camboriú"
3060,"fogao",1500.0,"Eletrodomésticos",4,"2024-08-27","Joinville"
4922,"carregador",100.0,"Smartphones e Acessórios",3,"2024-05-09","Belo Horizonte"
7671,"smartwatch",1000.0,"Smartphones e Acessórios",3,"2025-02-03","Curitiba"
5466,"smartphone",2000.0,"Smartphones e Acessórios",5,"2025-07-07","Belo Horizonte"
743,"geladeira",5000.0,"Eletrodomésticos",1,"2024-04-01","Santos"
8424,"monitor",1500.0,"Informática e Periféricos",3,"2025-04-01","Joinville"
79,"micro-ondas","","Eletrodomésticos",4,"2025-06-01","Belo Horizonte"
2965,"carregador",100.0,"Smartphones e Acessórios",1,"2025-10-05","São Paulo"
9407,"soundbar",1000.0,"TV, Áudio e Vídeo",1,"2025-11-24","Joinville"
9192,"soundbar",1000.0,"TV, Áudio e Vídeo",5,"2025-11-07","Campinas"
3479,"ar-condicionado",2500.0,"Eletrodomésticos",3,"2024-03-12","Balneário Camboriú"
1678,"fogao",1500.0,"Eletrodomésticos",1,"2024-05-25","Belo Horizonte"
5288,"soundbar",1000.0,"TV, Áudio e Vídeo",2,"2025-03-16","Curitiba"
7662,"ar-condicionado",2500.0,"Eletrodomésticos",5,"2025-03-27","Santos"
9744,"smart tv",4000.0,"TV, Áudio e Vídeo",2,"2024-03-29","Rio de Janeiro"
5176,"fone de ouvido",200.0,"Smartphones e Acessórios",2,"2025-12-18","Rio de Janeiro"
2322,"smartphone",2000.0,"Smartphones e Acessórios",3,"2026-01-23","Porto Alegre"
6645,"mouse",100.0,"Informática e Periféricos",5,"2025-10-01","Santos"
6419,"notebook",4000.0,"Informática e Periféricos",1,"2025-04-13","Curitiba"
1679,"capinha","","Smartphones e Acessórios",4,"2024-03-18","Curitiba"
9099,"capinha","","Smartphones e Acessórios",2,"2025-01-02","Balneário Camboriú"
4689,"smartphone",2000.0,"Smartphones e Acessórios",3,"2025-08-12","Santos"
7413,"teclado","","Informática e Periféricos",1,"2024-09-18","Santos"
3660,"ar-condicionado",2500.0,"Eletrodomésticos",1,"2024-04-11","Belo Horizonte"
6387,"chromecast",200.0,"TV, Áudio e Vídeo",3,"2024-06-09","Balneário Camboriú"
6305,"chromecast",200.0,"TV, Áudio e Vídeo",5,"2024-01-28","Porto Alegre"
8486,"ar-condicionado",2500.0,"Eletrodomésticos",5,"2025-05-19","Joinville"
7895,"smartphone",2000.0,"Smartphones e Acessórios",5,"2025-03-10","Balneário Camboriú"
6547,"smart tv",4000.0,"TV, Áudio e Vídeo",4,"2025-04-10","Balneário Camboriú"
9700,"fone de ouvido",200.0,"Smartphones e Acessórios",1,"2025-10-13","Curitiba"
4279,"smartwatch",1000.0,"Smartphones e Acessórios",1,"2025-11-14","Rio de Janeiro"
6175,"teclado","","Informática e Periféricos",5,"2024-10-17","Belo Horizonte"
3098,"notebook",4000.0,"Informática e Periféricos",3,"2024-03-23","São Paulo"
5123,"carregador",100.0,"Smartphones e Acessórios",2,"2024-02-12","Curitiba"
1176,"smartwatch",1000.0,"Smartphones e Acessórios",2,"2024-06-22","Belo Horizonte"
6085,"geladeira",5000.0,"Eletrodomésticos",3,"2025-07-28","Porto Alegre"
970,"monitor",1500.0,"Informática e Periféricos",1,"2024-08-23","Porto Alegre"
299,"smartwatch",1000.0,"Smartphones e Acessórios",2,"2025-09-24","Balneário Camboriú"
7058,"chromecast",200.0,"TV, Áudio e Vídeo",3,"2024-05-13","Balneário Camboriú"
9558,"home theater","","TV, Áudio e Vídeo",1,"2025-01-23","Campinas"
2041,"capinha","","Smartphones e Acessórios",1,"2024-03-15","Balneário Camboriú"
1521,"fone de ouvido",200.0,"Smartphones e Acessórios",2,"2025-03-26","Porto Alegre"
4251,"geladeira",5000.0,"Eletrodomésticos",1,"2024-04-08","Florianópolis"
1896,"teclado","","Informática e Periféricos",1,"2025-09-29","Balneário Camboriú"
4152,"micro-ondas","","Eletrodomésticos",5,"2025-07-29","Campinas"
4041,"notebook",4000.0,"Informática e Periféricos",3,"2025-07-05","Belo Horizonte"
4443,"soundbar",1000.0,"TV, Áudio e Vídeo",2,"2026-01-17","Santos"
3310,"smartwatch",1000.0,"Smartphones e Acessórios",4,"2024-06-07","Curitiba"
96,"mouse",100.0,"Informática e Periféricos",5,"2024-04-19","Santos"
4609,"fone de ouvido",200.0,"Smartphones e Acessórios",2,"2024-07-28","Porto Alegre"
6918,"capinha","","Smartphones e Acessórios",3,"2024-04-06","Campinas"
435,"smart tv",4000.0,"TV, Áudio e Vídeo",5,"2025-04-04","Florianópolis"
3826,"smartphone",2000.0,"Smartphones e Acessórios",3,"2025-07-22","Balneário Camboriú"
8059,"smart tv",4000.0,"TV, Áudio e Vídeo",5,"2025-01-17","Rio de Janeiro"
3642,"smartphone",2000.0,"Smartphones e Acessórios",5,"2025-09-29","Rio de Janeiro"
4428,"smart tv",4000.0,"TV, Áudio e Vídeo",3,"2026-01-04","Rio de Janeiro"
2178,"micro-ondas","","Eletrodomésticos",3,"2024-04-19","Balneário Camboriú"
9105,"carregador",100.0,"Smartphones e Acessórios",1,"2025-06-23","Porto Alegre"
9148,"geladeira",5000.0,"Eletrodomésticos",2,"2024-03-02","Belo Horizonte"
8358,"home theater","","TV, Áudio e Vídeo",4,"2025-06-18","Porto Alegre"
7616,"home theater","","TV, Áudio e Vídeo",1,"2025-08-25","Balneário Camboriú"
7419,"smartwatch",1000.0,"Smartphones e Acessórios",1,"2025-06-18","São Paulo"
2278,"teclado","","Informática e Periféricos",4,"2024-10-19","Florianópolis"
7192,"mouse",100.0,"Informática e Periféricos",3,"2024-10-10","Belo Horizonte"
1577,"carregador",100.0,"Smartphones e Acessórios",5,"2024-07-27","São Paulo"
3312,"smart tv",4000.0,"TV, Áudio e Vídeo",5,"2025-04-26","Campinas"
5527,"smartphone",2000.0,"Smartphones e Acessórios",1,"2025-04-09","Santos"
2978,"monitor",1500.0,"Informática e Periféricos",2,"2025-03-05","Santos"
3987,"chromecast",200.0,"TV, Áudio e Vídeo",4,"2024-03-16","Florianópolis"
7618,"monitor",1500.0,"Informática e Periféricos",3,"2025-12-12","Porto Alegre"
3219,"carregador",100.0,"Smartphones e Acessórios",3,"2025-02-25","Rio de Janeiro"
8926,"fogao",1500.0,"Eletrodomésticos",2,"2024-09-26","Campinas"
8771,"geladeira",5000.0,"Eletrodomésticos",2,"2024-12-15","Rio de Janeiro"
9201,"mouse",100.0,"Informática e Periféricos",2,"2024-08-08","Porto Alegre"
3060,"soundbar",1000.0,"TV, Áudio e Vídeo",5,"2025-05-02","Florianópolis"
7746,"fone de ouvido",200.0,"Smartphones e Acessórios",4,"2024-05-28","Campinas"
9982,"teclado","","Informática e Periféricos",5,"2024-08-30","Joinville"
3890,"fogao",1500.0,"Eletrodomésticos",4,"2025-01-24","Santos"
8477,"fone de ouvido",200.0,"Smartphones e Acessórios",3,"2025-07-28","Florianópolis"
1826,"capinha","","Smartphones e Acessórios",5,"2024-04-15","Curitiba"
6200,"capinha","","Smartphones e Acessórios",3,"2024-05-01","Joinville"
6119,"geladeira",5000.0,"Eletrodomésticos",3,"2024-03-11","Campinas"
2335,"chromecast",200.0,"TV, Áudio e Vídeo",5,"2025-06-11","Belo Horizonte"
3897,"chromecast",200.0,"TV, Áudio e Vídeo",3,"2024-08-25","Balneário Camboriú"
9698,"ar-condicionado",2500.0,"Eletrodomésticos",3,"2025-12-09","Florianópolis"
7916,"carregador",100.0,"Smartphones e Acessórios",1,"2024-08-27","Campinas"
1138,"home theater","","TV, Áudio e Vídeo",5,"2025-04-29","Santos"
3901,"smart tv",4000.0,"TV, Áudio e Vídeo",2,"2024-04-24","São Paulo"
9979,"fogao",1500.0,"Eletrodomésticos",2,"2024-05-20","São Paulo"
7788,"fone de ouvido",200.0,"Smartphones e Acessórios",1,"2025-06-01","Joinville"
1586,"notebook",4000.0,"Informática e Periféricos",1,"2025-11-30","Rio de Janeiro"
1259,"smartwatch",1000.0,"Smartphones e Acessórios",5,"2025-12-24","Rio de Janeiro"
9135,"smart tv",4000.0,"TV, Áudio e Vídeo",4,"2024-09-04","São Paulo"
2898,"monitor",1500.0,"Informática e Periféricos",3,"2025-03-01","Belo Horizonte"
4266,"smartwatch",1000.0,"Smartphones e Acessórios",4,"2025-02-26","Curitiba"
3121,"smart tv",4000.0,"TV, Áudio e Vídeo",1,"2026-01-06","Santos"
6410,"notebook",4000.0,"Informática e Periféricos",1,"2026-01-06","Joinville"
2464,"smart tv",4000.0,"TV, Áudio e Vídeo",3,"2024-07-27","Rio de Janeiro"
3345,"notebook",4000.0,"Informática e Periféricos",3,"2025-04-11","Joinville"
9239,"ar-condicionado",2500.0,"Eletrodomésticos",1,"2025-07-15","Rio de Janeiro"
1809,"teclado","","Informática e Periféricos",2,"2024-10-05","Curitiba"
2756,"micro-ondas","","Eletrodomésticos",4,"2024-03-29","Porto Alegre"
299,"fone de ouvido",200.0,"Smartphones e Acessórios",3,"2025-07-04","São Paulo"
2299,"carregador",100.0,"Smartphones e Acessórios",3,"2025-07-23","Porto Alegre"
3058,"smartwatch",1000.0,"Smartphones e Acessórios",5,"2024-11-02","Porto Alegre"
1815,"fogao",1500.0,"Eletrodomésticos",5,"2024-10-02","Porto Alegre"
4406,"mouse",100.0,"Informática e Periféricos",5,"2025-03-23","Campinas"
7855,"smartphone",2000.0,"Smartphones e Acessórios",3,"2024-05-07","Florianópolis"
6296,"capinha","","Smartphones e Acessórios",4,"2026-01-03","Campinas"
3722,"carregador",100.0,"Smartphones e Acessórios",4,"2024-11-14","Santos"
7714,"geladeira",5000.0,"Eletrodomésticos",3,"2024-09-18","Belo Horizonte"
8348,"teclado","","Informática e Periféricos",5,"2025-09-27","Joinville"
4131,"notebook",4000.0,"Informática e Periféricos",2,"2024-06-26","Campinas"
8625,"geladeira",5000.0,"Eletrodomésticos",2,"2025-09-30","Campinas"
4952,"micro-ondas","","Eletrodomésticos",1,"2025-11-01","Florianópolis"
4868,"smartwatch",1000.0,"Smartphones e Acessórios",5,"2025-08-26","Campinas"
8056,"fogao",1500.0,"Eletrodomésticos",5,"2025-10-11","Santos"
710,"notebook",4000.0,"Informática e Periféricos",1,"2025-07-01","São Paulo"
9254,"chromecast",200.0,"TV, Áudio e Vídeo",4,"2025-07-04","Rio de Janeiro"
1664,"notebook",4000.0,"Informática e Periféricos",3,"2024-11-10","Porto Alegre"
4600,"smartwatch",1000.0,"Smartphones e Acessórios",4,"2025-10-10","Rio de Janeiro"
717,"smartwatch",1000.0,"Smartphones e Acessórios",5,"2024-03-11","Rio de Janeiro"
5551,"chromecast",200.0,"TV, Áudio e Vídeo",2,"2024-10-19","Porto Alegre"
4887,"monitor",1500.0,"Informática e Periféricos",2,"2024-11-04","Porto Alegre"
6271,"smartwatch",1000.0,"Smartphones e Acessórios",5,"2025-09-06","Porto Alegre"
2770,"home theater","","TV, Áudio e Vídeo",2,"2024-02-01","Porto Alegre"
