cliente,produto,preco,categoria,quantidade,data,valor_total
4715,carregador,100.0,Smartphones e Acessórios,1,28/04/2024,100.0
6628,fogao,1500.0,Eletrodomésticos,4,04/12/2025,6000.0
9129,carregador,100.0,Smartphones e Acessórios,2,05/10/2024,200.0
2004,mouse,100.0,Informática e Periféricos,4,20/06/2025,400.0
9237,smartwatch,1000.0,Smartphones e Acessórios,3,01/01/2025,3000.0
3219,soundbar,1000.0,"TV, Áudio e Vídeo",2,11/11/2024,2000.0
7117,smart tv,4000.0,"TV, Áudio e Vídeo",4,11/12/2024,16000.0
5466,monitor,1500.0,Informática e Periféricos,5,03/05/2024,7500.0
5539,notebook,4000.0,Informática e Periféricos,2,18/11/2025,8000.0
1606,ar-condicionado,2500.0,Eletrodomésticos,3,03/01/2026,7500.0
2360,carregador,100.0,Smartphones e Acessórios,5,01/01/2026,500.0
8213,smartwatch,1000.0,Smartphones e Acessórios,4,21/12/2025,4000.0
731,fone de ouvido,200.0,Smartphones e Acessórios,1,23/02/2025,200.0
6785,smartwatch,1000.0,Smartphones e Acessórios,5,21/03/2025,5000.0
1151,chromecast,200.0,"TV, Áudio e Vídeo",1,23/06/2025,200.0
2769,fogao,1500.0,Eletrodomésticos,2,12/01/2025,3000.0
5690,mouse,100.0,Informática e Periféricos,3,03/06/2024,300.0
160,ar-condicionado,2500.0,Eletrodomésticos,2,19/10/2025,5000.0
2409,carregador,100.0,Smartphones e Acessórios,2,14/08/2025,200.0
1256,smartwatch,1000.0,Smartphones e Acessórios,1,08/10/2025,1000.0
2598,fone de ouvido,200.0,Smartphones e Acessórios,5,20/02/2024,1000.0
7929,soundbar,1000.0,"TV, Áudio e Vídeo",3,21/01/2025,3000.0
6969,carregador,100.0,Smartphones e Acessórios,5,10/05/2024,500.0
4269,fogao,1500.0,Eletrodomésticos,4,23/02/2025,6000.0
7382,smart tv,4000.0,"TV, Áudio e Vídeo",1,24/04/2025,4000.0
2135,mouse,100.0,Informática e Periféricos,4,08/10/2024,400.0
5003,monitor,1500.0,Informática e Periféricos,2,24/01/2026,3000.0
1971,soundbar,1000.0,"TV, Áudio e Vídeo",1,05/01/2025,1000.0
4168,monitor,1500.0,Informática e Periféricos,5,12/05/2025,7500.0
8863,notebook,4000.0,Informática e Periféricos,1,07/11/2024,4000.0
2058,fone de ouvido,200.0,Smartphones e Acessórios,4,08/09/2024,800.0
7212,notebook,4000.0,Informática e Periféricos,4,30/05/2024,16000.0
5556,monitor,1500.0,Informática e Periféricos,2,19/07/2025,3000.0
6505,chromecast,200.0,"TV, Áudio e Vídeo",1,03/12/2024,200.0
806,fone de ouvido,200.0,Smartphones e Acessórios,3,18/11/2025,600.0
5239,smart tv,4000.0,"TV, Áudio e Vídeo",2,18/11/2024,8000.0
8308,notebook,4000.0,Informática e Periféricos,3,06/11/2024,12000.0
6539,ar-condicionado,2500.0,Eletrodomésticos,1,07/05/2024,2500.0
5962,smart tv,4000.0,"TV, Áudio e Vídeo",1,14/09/2025,4000.0
5511,smart tv,4000.0,"TV, Áudio e Vídeo",3,23/10/2024,12000.0
7314,smartphone,2000.0,Smartphones e Acessórios,1,19/05/2025,2000.0
172,monitor,1500.0,Informática e Periféricos,2,15/09/2025,3000.0
6810,mouse,100.0,Informática e Periféricos,2,08/10/2024,200.0
4134,carregador,100.0,Smartphones e Acessórios,3,04/10/2024,300.0
4554,fogao,1500.0,Eletrodomésticos,3,04/07/2024,4500.0
6136,soundbar,1000.0,"TV, Áudio e Vídeo",3,28/06/2025,3000.0
1130,notebook,4000.0,Informática e Periféricos,4,08/05/2024,16000.0
3955,monitor,1500.0,Informática e Periféricos,3,18/06/2025,4500.0
8096,chromecast,200.0,"TV, Áudio e Vídeo",5,06/12/2025,1000.0
5183,smartphone,2000.0,Smartphones e Acessórios,1,09/09/2025,2000.0
2596,fone de ouvido,200.0,Smartphones e Acessórios,1,28/11/2025,200.0
9015,fogao,1500.0,Eletrodomésticos,3,10/07/2024,4500.0
5162,monitor,1500.0,Informática e Periféricos,1,07/08/2024,1500.0
2181,smartphone,2000.0,Smartphones e Acessórios,2,04/12/2024,4000.0
8415,fogao,1500.0,Eletrodomésticos,1,27/08/2024,1500.0
6,notebook,4000.0,Informática e Periféricos,4,12/05/2024,16000.0
7155,fone de ouvido,200.0,Smartphones e Acessórios,1,06/06/2025,200.0
1383,soundbar,1000.0,"TV, Áudio e Vídeo",1,26/06/2024,1000.0
2937,fogao,1500.0,Eletrodomésticos,5,17/06/2025,7500.0
2404,smartphone,2000.0,Smartphones e Acessórios,1,06/03/2025,2000.0
8187,geladeira,5000.0,Eletrodomésticos,3,28/12/2024,15000.0
4246,smart tv,4000.0,"TV, Áudio e Vídeo",3,03/12/2024,12000.0
580,smartphone,2000.0,Smartphones e Acessórios,3,29/08/2024,6000.0
4831,notebook,4000.0,Informática e Periféricos,3,25/03/2025,12000.0
6876,smartwatch,1000.0,Smartphones e Acessórios,5,24/11/2025,5000.0
7045,smartwatch,1000.0,Smartphones e Acessórios,1,07/08/2024,1000.0
120,ar-condicionado,2500.0,Eletrodomésticos,3,09/03/2025,7500.0
3648,carregador,100.0,Smartphones e Acessórios,2,28/09/2024,200.0
1999,chromecast,200.0,"TV, Áudio e Vídeo",4,10/09/2024,800.0
5934,fogao,1500.0,Eletrodomésticos,2,28/03/2025,3000.0
6096,soundbar,1000.0,"TV, Áudio e Vídeo",3,14/11/2024,3000.0
9647,fone de ouvido,200.0,Smartphones e Acessórios,3,01/06/2025,600.0
5286,smartphone,2000.0,Smartphones e Acessórios,2,01/06/2025,4000.0
5596,soundbar,1000.0,"TV, Áudio e Vídeo",1,16/03/2024,1000.0
8816,carregador,100.0,Smartphones e Acessórios,1,03/11/2024,100.0
3629,chromecast,200.0,"TV, Áudio e Vídeo",1,23/04/2025,200.0
2369,smartphone,2000.0,Smartphones e Acessórios,5,26/06/2025,10000.0
4630,soundbar,1000.0,"TV, Áudio e Vídeo",2,12/10/2024,2000.0
2180,carregador,100.0,Smartphones e Acessórios,2,05/11/2025,200.0
2679,smartphone,2000.0,Smartphones e Acessórios,3,30/05/2025,6000.0
5532,geladeira,5000.0,Eletrodomésticos,2,22/07/2025,10000.0
7960,smartphone,2000.0,Smartphones e Acessórios,3,09/03/2025,6000.0
9699,ar-condicionado,2500.0,Eletrodomésticos,1,06/01/2026,2500.0
5787,mouse,100.0,Informática e Periféricos,5,19/03/2024,500.0
5958,carregador,100.0,Smartphones e Acessórios,2,13/06/2024,200.0
8336,carregador,100.0,Smartphones e Acessórios,4,26/08/2024,400.0
4373,monitor,1500.0,Informática e Periféricos,4,26/08/2025,6000.0
3679,smartwatch,1000.0,Smartphones e Acessórios,4,21/11/2025,4000.0
6883,ar-condicionado,2500.0,Eletrodomésticos,2,15/10/2025,5000.0
97,smartphone,2000.0,Smartphones e Acessórios,4,18/10/2024,8000.0
3754,smartwatch,1000.0,Smartphones e Acessórios,3,08/02/2024,3000.0
7796,notebook,4000.0,Informática e Periféricos,1,15/04/2024,4000.0
2164,soundbar,1000.0,"TV, Áudio e Vídeo",5,21/04/2024,5000.0
5835,smartphone,2000.0,Smartphones e Acessórios,4,11/07/2025,8000.0
7055,smartphone,2000.0,Smartphones e Acessórios,1,21/04/2024,2000.0
2259,smartphone,2000.0,Smartphones e Acessórios,1,24/03/2025,2000.0
1628,notebook,4000.0,Informática e Periféricos,4,26/08/2024,16000.0
360,mouse,100.0,Informática e Periféricos,3,14/02/2024,300.0
8373,fogao,1500.0,Eletrodomésticos,3,09/12/2024,4500.0
1237,ar-condicionado,2500.0,Eletrodomésticos,3,17/07/2025,7500.0
6935,monitor,1500.0,Informática e Periféricos,3,19/09/2025,4500.0
1403,geladeira,5000.0,Eletrodomésticos,4,04/04/2025,20000.0
8283,smartphone,2000.0,Smartphones e Acessórios,3,28/06/2025,6000.0
4298,smartwatch,1000.0,Smartphones e Acessórios,2,05/09/2025,2000.0
2677,smart tv,4000.0,"TV, Áudio e Vídeo",5,06/05/2025,20000.0
2580,geladeira,5000.0,Eletrodomésticos,2,19/10/2025,10000.0
9729,smartphone,2000.0,Smartphones e Acessórios,3,20/11/2024,6000.0
617,smart tv,4000.0,"TV, Áudio e Vídeo",5,26/09/2024,20000.0
463,soundbar,1000.0,"TV, Áudio e Vídeo",5,28/07/2024,5000.0
85,fone de ouvido,200.0,Smartphones e Acessórios,3,21/11/2024,600.0
6322,smartphone,2000.0,Smartphones e Acessórios,3,26/04/2025,6000.0
5792,ar-condicionado,2500.0,Eletrodomésticos,1,13/09/2024,2500.0
289,smart tv,4000.0,"TV, Áudio e Vídeo",4,16/08/2024,16000.0
2177,smartwatch,1000.0,Smartphones e Acessórios,2,10/04/2024,2000.0
6518,notebook,4000.0,Informática e Periféricos,2,02/12/2024,8000.0
9819,chromecast,200.0,"TV, Áudio e Vídeo",1,08/05/2024,200.0
5828,fogao,1500.0,Eletrodomésticos,2,17/01/2026,3000.0
7377,smart tv,4000.0,"TV, Áudio e Vídeo",2,10/12/2024,8000.0
1265,soundbar,1000.0,"TV, Áudio e Vídeo",5,12/08/2024,5000.0
3422,mouse,100.0,Informática e Periféricos,2,16/01/2025,200.0
5622,smartwatch,1000.0,Smartphones e Acessórios,4,29/06/2024,4000.0
487,carregador,100.0,Smartphones e Acessórios,1,18/01/2026,100.0
7990,soundbar,1000.0,"TV, Áudio e Vídeo",2,26/05/2025,2000.0
4496,smartphone,2000.0,Smartphones e Acessórios,1,14/04/2024,2000.0
9922,geladeira,5000.0,Eletrodomésticos,1,08/12/2024,5000.0
4655,soundbar,1000.0,"TV, Áudio e Vídeo",2,17/09/2024,2000.0
5662,mouse,100.0,Informática e Periféricos,1,31/01/2025,100.0
6589,ar-condicionado,2500.0,Eletrodomésticos,3,08/01/2026,7500.0
152,carregador,100.0,Smartphones e Acessórios,4,18/04/2024,400.0
8281,ar-condicionado,2500.0,Eletrodomésticos,3,15/06/2024,7500.0
6601,ar-condicionado,2500.0,Eletrodomésticos,3,24/05/2024,7500.0
6979,notebook,4000.0,Informática e Periféricos,5,31/10/2025,20000.0
5532,smartwatch,1000.0,Smartphones e Acessórios,3,22/05/2024,3000.0
5136,chromecast,200.0,"TV, Áudio e Vídeo",2,06/12/2025,400.0
7657,soundbar,1000.0,"TV, Áudio e Vídeo",3,21/12/2025,3000.0
472,ar-condicionado,2500.0,Eletrodomésticos,5,05/04/2024,12500.0
2133,monitor,1500.0,Informática e Periféricos,1,24/05/2025,1500.0
2863,soundbar,1000.0,"TV, Áudio e Vídeo",4,12/08/2024,4000.0
6509,monitor,1500.0,Informática e Periféricos,3,07/04/2024,4500.0
5453,chromecast,200.0,"TV, Áudio e Vídeo",4,08/07/2024,800.0
1171,notebook,4000.0,Informática e Periféricos,2,06/11/2024,8000.0
3508,soundbar,1000.0,"TV, Áudio e Vídeo",3,15/06/2024,3000.0
7290,fogao,1500.0,Eletrodomésticos,5,10/01/2026,7500.0
1492,fogao,1500.0,Eletrodomésticos,5,01/12/2025,7500.0
6143,smartwatch,1000.0,Smartphones e Acessórios,4,16/04/2025,4000.0
7654,fogao,1500.0,Eletrodomésticos,1,06/10/2025,1500.0
2554,ar-condicionado,2500.0,Eletrodomésticos,3,17/04/2025,7500.0
8112,soundbar,1000.0,"TV, Áudio e Vídeo",2,30/07/2024,2000.0
202,fone de ouvido,200.0,Smartphones e Acessórios,1,28/03/2024,200.0
4133,chromecast,200.0,"TV, Áudio e Vídeo",5,02/02/2024,1000.0
6815,notebook,4000.0,Informática e Periféricos,5,10/05/2025,20000.0
2474,notebook,4000.0,Informática e Periféricos,2,08/03/2024,8000.0
6689,smart tv,4000.0,"TV, Áudio e Vídeo",4,24/03/2025,16000.0
6858,geladeira,5000.0,Eletrodomésticos,1,20/04/2024,5000.0
5578,notebook,4000.0,Informática e Periféricos,1,27/04/2025,4000.0
5978,chromecast,200.0,"TV, Áudio e Vídeo",5,05/06/2025,1000.0
5403,chromecast,200.0,"TV, Áudio e Vídeo",3,20/07/2024,600.0
5916,mouse,100.0,Informática e Periféricos,5,27/06/2024,500.0
9140,monitor,1500.0,Informática e Periféricos,2,10/01/2025,3000.0
9379,monitor,1500.0,Informática e Periféricos,5,30/08/2024,7500.0
2674,ar-condicionado,2500.0,Eletrodomésticos,4,20/08/2024,10000.0
5305,ar-condicionado,2500.0,Eletrodomésticos,2,20/09/2025,5000.0
8493,smartwatch,1000.0,Smartphones e Acessórios,3,12/02/2025,3000.0
4759,soundbar,1000.0,"TV, Áudio e Vídeo",1,26/10/2025,1000.0
9460,notebook,4000.0,Informática e Periféricos,2,21/03/2024,8000.0
2514,smart tv,4000.0,"TV, Áudio e Vídeo",3,04/01/2026,12000.0
3015,smart tv,4000.0,"TV, Áudio e Vídeo",3,06/12/2024,12000.0
9866,smart tv,4000.0,"TV, Áudio e Vídeo",5,20/07/2024,20000.0
5376,monitor,1500.0,Informática e Periféricos,5,03/12/2024,7500.0
5903,soundbar,1000.0,"TV, Áudio e Vídeo",3,20/06/2025,3000.0
9368,fogao,1500.0,Eletrodomésticos,3,07/09/2024,4500.0
6724,soundbar,1000.0,"TV, Áudio e Vídeo",3,14/06/2024,3000.0
1522,smartwatch,1000.0,Smartphones e Acessórios,2,12/04/2024,2000.0
4864,geladeira,5000.0,Eletrodomésticos,1,10/05/2025,5000.0
2787,monitor,1500.0,Informática e Periféricos,1,02/05/2024,1500.0
4788,ar-condicionado,2500.0,Eletrodomésticos,1,20/01/2026,2500.0
1731,mouse,100.0,Informática e Periféricos,2,17/09/2024,200.0
4734,ar-condicionado,2500.0,Eletrodomésticos,4,12/11/2025,10000.0
8619,ar-condicionado,2500.0,Eletrodomésticos,1,31/05/2024,2500.0
3748,smartwatch,1000.0,Smartphones e Acessórios,2,10/02/2024,2000.0
6340,monitor,1500.0,Informática e Periféricos,3,11/05/2024,4500.0
6590,ar-condicionado,2500.0,Eletrodomésticos,4,24/08/2025,10000.0
7697,ar-condicionado,2500.0,Eletrodomésticos,4,16/02/2025,10000.0
80,geladeira,5000.0,Eletrodomésticos,5,12/06/2024,25000.0
9876,smart tv,4000.0,"TV, Áudio e Vídeo",3,15/09/2024,12000.0
8366,monitor,1500.0,Informática e Periféricos,3,29/09/2025,4500.0
5546,fone de ouvido,200.0,Smartphones e Acessórios,2,11/02/2024,400.0
6182,carregador,100.0,Smartphones e Acessórios,1,13/05/2025,100.0
3730,smartphone,2000.0,Smartphones e Acessórios,4,24/12/2024,8000.0
3424,smartwatch,1000.0,Smartphones e Acessórios,4,26/12/2024,4000.0
3301,soundbar,1000.0,"TV, Áudio e Vídeo",3,31/08/2025,3000.0
8257,soundbar,1000.0,"TV, Áudio e Vídeo",2,20/03/2025,2000.0
4408,notebook,4000.0,Informática e Periféricos,2,26/03/2024,8000.0
8853,geladeira,5000.0,Eletrodomésticos,2,19/03/2024,10000.0
1287,notebook,4000.0,Informática e Periféricos,5,21/09/2024,20000.0
1635,soundbar,1000.0,"TV, Áudio e Vídeo",4,05/11/2025,4000.0
8375,smart tv,4000.0,"TV, Áudio e Vídeo",3,24/07/2025,12000.0
5600,ar-condicionado,2500.0,Eletrodomésticos,2,20/11/2025,5000.0
923,mouse,100.0,Informática e Periféricos,4,26/03/2024,400.0
4446,notebook,4000.0,Informática e Periféricos,4,24/08/2024,16000.0
9040,fone de ouvido,200.0,Smartphones e Acessórios,1,14/03/2024,200.0
4461,notebook,4000.0,Informática e Periféricos,4,09/05/2025,16000.0
8005,smart tv,4000.0,"TV, Áudio e Vídeo",4,11/02/2024,16000.0
5291,mouse,100.0,Informática e Periféricos,4,21/02/2024,400.0
6432,fone de ouvido,200.0,Smartphones e Acessórios,4,10/11/2024,800.0
7119,carregador,100.0,Smartphones e Acessórios,2,15/02/2024,200.0
7445,smartwatch,1000.0,Smartphones e Acessórios,4,26/02/2024,4000.0
1912,chromecast,200.0,"TV, Áudio e Vídeo",3,25/02/2024,600.0
7842,notebook,4000.0,Informática e Periféricos,1,04/03/2024,4000.0
7240,monitor,1500.0,Informática e Periféricos,2,09/02/2025,3000.0
1819,geladeira,5000.0,Eletrodomésticos,5,22/01/2025,25000.0
3804,smartwatch,1000.0,Smartphones e Acessórios,5,30/06/2024,5000.0
5673,fone de ouvido,200.0,Smartphones e Acessórios,1,22/11/2025,200.0
5820,mouse,100.0,Informática e Periféricos,2,09/01/2025,200.0
2703,chromecast,200.0,"TV, Áudio e Vídeo",5,24/11/2024,1000.0
1718,notebook,4000.0,Informática e Periféricos,5,06/11/2024,20000.0
4985,soundbar,1000.0,"TV, Áudio e Vídeo",4,31/08/2025,4000.0
167,smart tv,4000.0,"TV, Áudio e Vídeo",5,05/07/2025,20000.0
9983,fone de ouvido,200.0,Smartphones e Acessórios,1,07/10/2024,200.0
4944,mouse,100.0,Informática e Periféricos,4,11/11/2025,400.0
3064,mouse,100.0,Informática e Periféricos,2,12/03/2025,200.0
9164,geladeira,5000.0,Eletrodomésticos,3,29/07/2024,15000.0
4560,fone de ouvido,200.0,Smartphones e Acessórios,1,21/12/2025,200.0
9875,soundbar,1000.0,"TV, Áudio e Vídeo",2,18/08/2024,2000.0
1107,fogao,1500.0,Eletrodomésticos,5,02/07/2024,7500.0
1673,geladeira,5000.0,Eletrodomésticos,5,04/02/2024,25000.0
9391,fogao,1500.0,Eletrodomésticos,2,12/08/2024,3000.0
9758,monitor,1500.0,Informática e Periféricos,3,14/01/2026,4500.0
5772,smart tv,4000.0,"TV, Áudio e Vídeo",1,22/12/2025,4000.0
2910,fogao,1500.0,Eletrodomésticos,1,07/05/2025,1500.0
4019,smartwatch,1000.0,Smartphones e Acessórios,2,21/09/2024,2000.0
7691,notebook,4000.0,Informática e Periféricos,1,18/12/2024,4000.0
292,carregador,100.0,Smartphones e Acessórios,5,09/01/2025,500.0
3299,fogao,1500.0,Eletrodomésticos,3,23/01/2026,4500.0
9984,fogao,1500.0,Eletrodomésticos,2,25/07/2025,3000.0
211,smart tv,4000.0,"TV, Áudio e Vídeo",3,29/08/2025,12000.0
7913,smartwatch,1000.0,Smartphones e Acessórios,2,14/07/2025,2000.0
1723,fone de ouvido,200.0,Smartphones e Acessórios,4,24/09/2024,800.0
2411,ar-condicionado,2500.0,Eletrodomésticos,3,29/07/2024,7500.0
1171,fogao,1500.0,Eletrodomésticos,1,06/11/2024,1500.0
6135,notebook,4000.0,Informática e Periféricos,3,26/11/2024,12000.0
1914,monitor,1500.0,Informática e Periféricos,2,11/12/2024,3000.0
9519,monitor,1500.0,Informática e Periféricos,1,06/02/2024,1500.0
6761,fogao,1500.0,Eletrodomésticos,1,21/07/2024,1500.0
8534,smart tv,4000.0,"TV, Áudio e Vídeo",5,28/01/2024,20000.0
843,carregador,100.0,Smartphones e Acessórios,2,24/09/2025,200.0
7707,carregador,100.0,Smartphones e Acessórios,4,07/09/2025,400.0
7404,carregador,100.0,Smartphones e Acessórios,2,05/10/2025,200.0
2997,fone de ouvido,200.0,Smartphones e Acessórios,2,16/04/2025,400.0
6557,fone de ouvido,200.0,Smartphones e Acessórios,3,06/05/2024,600.0
8706,smart tv,4000.0,"TV, Áudio e Vídeo",3,09/04/2025,12000.0
1315,fone de ouvido,200.0,Smartphones e Acessórios,1,19/03/2024,200.0
1332,ar-condicionado,2500.0,Eletrodomésticos,1,19/02/2024,2500.0
2324,smartwatch,1000.0,Smartphones e Acessórios,4,14/06/2025,4000.0
9580,smartwatch,1000.0,Smartphones e Acessórios,2,07/12/2025,2000.0
5060,ar-condicionado,2500.0,Eletrodomésticos,3,12/02/2025,7500.0
7070,notebook,4000.0,Informática e Periféricos,3,22/04/2025,12000.0
8336,fogao,1500.0,Eletrodomésticos,4,09/05/2025,6000.0
396,smartphone,2000.0,Smartphones e Acessórios,2,16/05/2025,4000.0
1988,chromecast,200.0,"TV, Áudio e Vídeo",2,26/06/2025,400.0
6876,ar-condicionado,2500.0,Eletrodomésticos,3,14/07/2025,7500.0
2762,geladeira,5000.0,Eletrodomésticos,2,27/07/2024,10000.0
1817,notebook,4000.0,Informática e Periféricos,3,07/01/2025,12000.0
5392,smartwatch,1000.0,Smartphones e Acessórios,2,15/02/2024,2000.0
160,chromecast,200.0,"TV, Áudio e Vídeo",4,08/09/2025,800.0
7361,fone de ouvido,200.0,Smartphones e Acessórios,3,21/09/2025,600.0
1086,chromecast,200.0,"TV, Áudio e Vídeo",3,27/08/2025,600.0
6887,smartphone,2000.0,Smartphones e Acessórios,2,07/07/2025,4000.0
5244,carregador,100.0,Smartphones e Acessórios,1,10/12/2025,100.0
3183,soundbar,1000.0,"TV, Áudio e Vídeo",3,15/01/2025,3000.0
7262,fogao,1500.0,Eletrodomésticos,2,01/06/2024,3000.0
4442,fone de ouvido,200.0,Smartphones e Acessórios,5,14/09/2025,1000.0
5919,carregador,100.0,Smartphones e Acessórios,3,18/12/2025,300.0
5517,ar-condicionado,2500.0,Eletrodomésticos,2,19/11/2024,5000.0
4893,fogao,1500.0,Eletrodomésticos,3,22/05/2024,4500.0
703,geladeira,5000.0,Eletrodomésticos,5,16/09/2025,25000.0
528,smartphone,2000.0,Smartphones e Acessórios,1,13/08/2025,2000.0
4214,mouse,100.0,Informática e Periféricos,5,16/07/2024,500.0
4193,fone de ouvido,200.0,Smartphones e Acessórios,3,02/07/2025,600.0
2775,fone de ouvido,200.0,Smartphones e Acessórios,4,04/06/2024,800.0
9592,smartphone,2000.0,Smartphones e Acessórios,2,26/07/2025,4000.0
4229,notebook,4000.0,Informática e Periféricos,3,03/12/2025,12000.0
3470,fogao,1500.0,Eletrodomésticos,3,06/08/2025,4500.0
7461,smartwatch,1000.0,Smartphones e Acessórios,3,16/08/2025,3000.0
3258,soundbar,1000.0,"TV, Áudio e Vídeo",5,13/04/2025,5000.0
6165,smart tv,4000.0,"TV, Áudio e Vídeo",5,13/11/2024,20000.0
8727,smartphone,2000.0,Smartphones e Acessórios,4,05/02/2025,8000.0
5297,smartwatch,1000.0,Smartphones e Acessórios,1,14/07/2025,1000.0
4859,soundbar,1000.0,"TV, Áudio e Vídeo",4,02/08/2024,4000.0
15,smartphone,2000.0,Smartphones e Acessórios,5,03/05/2024,10000.0
2049,fone de ouvido,200.0,Smartphones e Acessórios,5,30/11/2025,1000.0
5376,soundbar,1000.0,"TV, Áudio e Vídeo",2,13/06/2024,2000.0
9530,carregador,100.0,Smartphones e Acessórios,3,31/05/2024,300.0
6547,soundbar,1000.0,"TV, Áudio e Vídeo",4,21/11/2024,4000.0
9525,smart tv,4000.0,"TV, Áudio e Vídeo",5,09/02/2025,20000.0
7688,notebook,4000.0,Informática e Periféricos,4,28/08/2025,16000.0
1701,soundbar,1000.0,"TV, Áudio e Vídeo",1,31/05/2024,1000.0
8919,carregador,100.0,Smartphones e Acessórios,5,28/03/2025,500.0
2214,mouse,100.0,Informática e Periféricos,4,28/05/2024,400.0
3029,mouse,100.0,Informática e Periféricos,1,30/06/2024,100.0
2242,soundbar,1000.0,"TV, Áudio e Vídeo",4,09/02/2025,4000.0
5040,ar-condicionado,2500.0,Eletrodomésticos,2,24/02/2025,5000.0
106,smart tv,4000.0,"TV, Áudio e Vídeo",5,02/06/2024,20000.0
9829,smartwatch,1000.0,Smartphones e Acessórios,4,08/03/2025,4000.0
9045,smartphone,2000.0,Smartphones e Acessórios,5,13/08/2024,10000.0
7083,soundbar,1000.0,"TV, Áudio e Vídeo",1,18/08/2024,1000.0
8282,soundbar,1000.0,"TV, Áudio e Vídeo",3,20/02/2025,3000.0
2716,carregador,100.0,Smartphones e Acessórios,2,18/12/2025,200.0
1370,fogao,1500.0,Eletrodomésticos,4,22/08/2024,6000.0
9890,soundbar,1000.0,"TV, Áudio e Vídeo",2,28/07/2024,2000.0
1940,fone de ouvido,200.0,Smartphones e Acessórios,5,05/06/2025,1000.0
1206,fone de ouvido,200.0,Smartphones e Acessórios,3,05/08/2024,600.0
5354,fone de ouvido,200.0,Smartphones e Acessórios,5,28/07/2024,1000.0
9900,geladeira,5000.0,Eletrodomésticos,4,29/02/2024,20000.0
8071,fogao,1500.0,Eletrodomésticos,4,06/09/2024,6000.0
6047,fogao,1500.0,Eletrodomésticos,4,07/02/2024,6000.0
852,fogao,1500.0,Eletrodomésticos,5,25/08/2025,7500.0
148,geladeira,5000.0,Eletrodomésticos,4,09/10/2024,20000.0
138,monitor,1500.0,Informática e Periféricos,4,01/06/2025,6000.0
6979,soundbar,1000.0,"TV, Áudio e Vídeo",4,11/04/2024,4000.0
5568,chromecast,200.0,"TV, Áudio e Vídeo",3,19/11/2024,600.0
3,mouse,100.0,Informática e Periféricos,5,22/08/2025,500.0
6405,fogao,1500.0,Eletrodomésticos,5,07/11/2024,7500.0
2359,chromecast,200.0,"TV, Áudio e Vídeo",2,25/01/2024,400.0
7587,fogao,1500.0,Eletrodomésticos,5,05/11/2024,7500.0
2234,smartwatch,1000.0,Smartphones e Acessórios,2,26/03/2024,2000.0
2038,mouse,100.0,Informática e Periféricos,3,16/09/2025,300.0
4406,carregador,100.0,Smartphones e Acessórios,2,28/11/2024,200.0
3773,chromecast,200.0,"TV, Áudio e Vídeo",4,22/10/2024,800.0
6136,geladeira,5000.0,Eletrodomésticos,5,21/05/2024,25000.0
9584,fogao,1500.0,Eletrodomésticos,4,17/01/2026,6000.0
1538,mouse,100.0,Informática e Periféricos,5,23/08/2024,500.0
6428,notebook,4000.0,Informática e Periféricos,5,11/10/2024,20000.0
734,monitor,1500.0,Informática e Periféricos,3,16/12/2025,4500.0
7026,smart tv,4000.0,"TV, Áudio e Vídeo",4,24/05/2025,16000.0
1710,smart tv,4000.0,"TV, Áudio e Vídeo",4,07/06/2025,16000.0
7915,carregador,100.0,Smartphones e Acessórios,5,02/12/2025,500.0
5587,notebook,4000.0,Informática e Periféricos,5,23/09/2024,20000.0
4524,soundbar,1000.0,"TV, Áudio e Vídeo",4,22/01/2026,4000.0
3066,fone de ouvido,200.0,Smartphones e Acessórios,1,22/10/2025,200.0
1679,soundbar,1000.0,"TV, Áudio e Vídeo",3,11/01/2025,3000.0
4568,fogao,1500.0,Eletrodomésticos,1,21/08/2024,1500.0
9564,soundbar,1000.0,"TV, Áudio e Vídeo",1,12/09/2025,1000.0
9570,smartphone,2000.0,Smartphones e Acessórios,3,02/05/2025,6000.0
2176,soundbar,1000.0,"TV, Áudio e Vídeo",4,04/11/2025,4000.0
4310,smartphone,2000.0,Smartphones e Acessórios,2,20/07/2025,4000.0
849,chromecast,200.0,"TV, Áudio e Vídeo",5,28/04/2025,1000.0
2758,smartphone,2000.0,Smartphones e Acessórios,3,04/12/2024,6000.0
5849,geladeira,5000.0,Eletrodomésticos,3,02/12/2025,15000.0
4970,notebook,4000.0,Informática e Periféricos,2,23/05/2025,8000.0
1446,ar-condicionado,2500.0,Eletrodomésticos,5,30/12/2025,12500.0
2927,fone de ouvido,200.0,Smartphones e Acessórios,5,28/10/2024,1000.0
6801,soundbar,1000.0,"TV, Áudio e Vídeo",5,19/08/2024,5000.0
2965,smartwatch,1000.0,Smartphones e Acessórios,3,19/08/2025,3000.0
2994,fogao,1500.0,Eletrodomésticos,4,23/06/2024,6000.0
930,ar-condicionado,2500.0,Eletrodomésticos,5,10/05/2024,12500.0
6820,smartwatch,1000.0,Smartphones e Acessórios,3,16/07/2024,3000.0
5574,geladeira,5000.0,Eletrodomésticos,4,22/10/2024,20000.0
2793,smartphone,2000.0,Smartphones e Acessórios,5,18/02/2025,10000.0
7179,geladeira,5000.0,Eletrodomésticos,3,19/12/2024,15000.0
8746,smartwatch,1000.0,Smartphones e Acessórios,3,30/09/2025,3000.0
6789,monitor,1500.0,Informática e Periféricos,5,25/04/2024,7500.0
5878,smartphone,2000.0,Smartphones e Acessórios,1,16/07/2025,2000.0
